날짜,가격_만원,전용면적_㎡,층,건축년도,단지명,도시,행정구역,년,월,만원_per_㎡,경과년수
2023-04-05,10500,36.11,11,2004,시스빌,제주시,제주시,2023,4,290.77817779008586,19
2023-04-06,23500,73.83,6,2016,삼영노블리안아파트2차,제주시,한림읍,2023,4,318.2987945279697,7
2023-04-06,14300,56.4,3,1995,노형미화1차,제주시,제주시,2023,4,253.54609929078015,28
2023-04-06,46800,118.98,5,2001,장원월드컵,제주시,제주시,2023,4,393.34341906202724,22
2023-04-06,30000,45.9078,2,2001,부영2차,제주시,제주시,2023,4,653.4837217204919,22
2023-04-06,11000,39.75,5,1993,수선화(71),제주시,제주시,2023,4,276.7295597484277,30
2023-04-07,85000,120.9434,5,2006,중흥에스클래스(미리내마을),제주시,제주시,2023,4,702.8080903960034,17
2023-04-07,38000,81.485,5,2021,외도탐나지오,제주시,제주시,2023,4,466.34349880346076,2
2023-04-07,11800,21.2369,5,2018,블루파크시티,제주시,제주시,2023,4,555.6366513003311,5
2023-04-08,28000,84.89,4,2017,아이진베라뷰대정,서귀포시,대정읍,2023,4,329.8386146778183,6
2023-04-08,36500,59.8882,4,2021,동홍동센트레빌,서귀포시,서귀포시,2023,4,609.4689771941719,2
2023-04-08,31800,45.9078,1,2001,부영2차,제주시,제주시,2023,4,692.6927450237214,22
2023-04-08,29500,84.9,12,2005,동서연동타워,제주시,제주시,2023,4,347.46760895170786,18
2023-04-09,15700,67.47,3,2001,광우그린빌,제주시,제주시,2023,4,232.69601304283387,22
2023-04-09,27500,59.933,7,2000,외도부영1차,제주시,제주시,2023,4,458.84571104399913,23
2023-04-10,65000,75.05,12,2001,현대아이파크,제주시,제주시,2023,4,866.089273817455,22
2023-04-10,16000,49.9626,7,2014,오페라하우스,서귀포시,서귀포시,2023,4,320.2395391753031,9
2023-04-10,41000,84.9873,9,2001,부영(2차),제주시,제주시,2023,4,482.42502115021887,22
2023-04-10,21800,84.34,7,2010,청우썬비치빌,서귀포시,서귀포시,2023,4,258.47759070429214,13
2023-04-10,31700,74.12,9,2019,헤레스노형,제주시,제주시,2023,4,427.6848354020507,4
2023-04-10,7000,30.4213,6,2012,금광아이빌,제주시,제주시,2023,4,230.10193515727468,11
2023-04-10,15000,59.84,4,1993,명주2차,제주시,제주시,2023,4,250.66844919786095,30
2023-04-10,40000,145.43,5,1994,성환사라봉,제주시,제주시,2023,4,275.0464140823764,29
2023-04-10,40000,145.43,5,1994,성환사라봉,제주시,제주시,2023,4,275.0464140823764,29
2023-04-10,33000,74.12,9,2019,헤레스노형,제주시,제주시,2023,4,445.22396114409065,4
2023-04-11,49900,84.991,7,2017,제주강정유승한내들퍼스트오션,서귀포시,서귀포시,2023,4,587.120989281218,6
2023-04-11,22000,58.63,11,2019,헤레스노형,제주시,제주시,2023,4,375.23452157598496,4
2023-04-11,31500,74.26,10,2019,헤레스노형,제주시,제주시,2023,4,424.1852949097764,4
2023-04-11,31500,45.9078,2,2001,부영2차,제주시,제주시,2023,4,686.1579078065165,22
2023-04-11,33000,74.26,10,2019,헤레스노형,제주시,제주시,2023,4,444.3845946673848,4
2023-04-11,34400,84.95,10,2013,인제네오하임,제주시,제주시,2023,4,404.94408475573863,10
2023-04-11,72500,84.9767,11,2012,아라스위첸,제주시,제주시,2023,4,853.1750468069483,11
2023-04-11,5500,17.49,10,2014,화이트스톤빌,제주시,제주시,2023,4,314.4654088050315,9
2023-04-11,36600,82.01,4,2019,동홍위더스빌31차,서귀포시,서귀포시,2023,4,446.28703816607725,4
2023-04-11,34000,84.6227,2,2019,애월위너빌,제주시,애월읍,2023,4,401.7834458130029,4
2023-04-12,50000,84.9933,1,2016,제주삼화사랑으로부영8차,제주시,제주시,2023,4,588.2816645547355,7
2023-04-12,46000,84.7938,3,2018,제주첨단꿈에그린3단지아파트,제주시,제주시,2023,4,542.4924935549533,5
2023-04-12,48000,84.7938,3,2018,제주첨단꿈에그린3단지아파트,제주시,제주시,2023,4,566.0791237095165,5
2023-04-12,25000,49.896,8,2000,외도부영1차,제주시,제주시,2023,4,501.04216770883437,23
2023-04-12,24250,84.81,5,2010,외도에이스아크로빌2차,제주시,제주시,2023,4,285.9332625869591,13
2023-04-12,55000,129.615,8,2023,유피테르6차,제주시,제주시,2023,4,424.33360336380815,0
2023-04-12,33000,59.98,7,2013,제주서귀포혁신도시엘에이치1단지,서귀포시,서귀포시,2023,4,550.1833944648216,10
2023-04-12,14500,67.59,4,2002,동문그린빌,제주시,제주시,2023,4,214.52877644621984,21
2023-04-12,30000,59.965,1,1995,일도성환,제주시,제주시,2023,4,500.29183690486116,28
2023-04-12,50500,39.3,5,1989,주공3,제주시,제주시,2023,4,1284.9872773536897,34
2023-04-13,8500,41.64,3,1987,광덕(광덕사라봉),제주시,제주시,2023,4,204.1306436119116,36
2023-04-13,36000,80.8,6,2017,대원12차상록수아파트,제주시,제주시,2023,4,445.54455445544556,6
2023-04-13,25300,84.86,3,1995,노형이화2차,제주시,제주시,2023,4,298.13810982795195,28
2023-04-13,64000,84.9508,9,2001,부영3차,제주시,제주시,2023,4,753.3772489488033,22
2023-04-13,14300,59.78,3,1995,영신무지개2차아파트,서귀포시,서귀포시,2023,4,239.21043827367012,28
2023-04-13,9500,39.806,6,2017,세화비치타운,제주시,제주시,2023,4,238.6574888207808,6
2023-04-14,30500,84.5989,3,2006,광명샤인빌,제주시,제주시,2023,4,360.52478223712126,17
2023-04-14,30500,84.5989,3,2006,광명샤인빌,제주시,제주시,2023,4,360.52478223712126,17
2023-04-14,10500,36.6461,5,2002,"태봉그린피아(101,102,103동)",서귀포시,서귀포시,2023,4,286.52435047658554,21
2023-04-14,28500,49.5,6,1998,화북주공4단지,제주시,제주시,2023,4,575.7575757575758,25
2023-04-14,31500,45.9078,4,2001,부영2차,제주시,제주시,2023,4,686.1579078065165,22
2023-04-14,6500,27.72,3,2011,계림씨티빌,서귀포시,서귀포시,2023,4,234.48773448773449,12
2023-04-14,19000,74.798,2,2015,제이원파크,서귀포시,서귀포시,2023,4,254.01748709858552,8
2023-04-14,16800,39.84,7,2000,외도부영1차,제주시,제주시,2023,4,421.6867469879518,23
2023-04-14,33500,84.96,2,2018,라오체효돈,서귀포시,서귀포시,2023,4,394.3032015065914,5
2023-04-15,32000,59.97,6,1993,일도신천지,제주시,제주시,2023,4,533.6001334000333,30
2023-04-15,8000,24.75,7,2013,연동ABC주상복합,제주시,제주시,2023,4,323.2323232323232,10
2023-04-16,16000,64.11,4,1989,명주,제주시,제주시,2023,4,249.57104975822804,34
2023-04-17,79000,84.991,9,2001,대림이편한세상1차,제주시,제주시,2023,4,929.5101834311869,22
2023-04-17,29000,55.79,6,2023,유피테르6차,제주시,제주시,2023,4,519.8064169205951,0
2023-04-17,45800,84.9,11,2013,제주서귀포혁신도시엘에이치1단지,서귀포시,서귀포시,2023,4,539.4581861012956,10
2023-04-17,9500,67.86,3,1990,로얄하이츠맨션,서귀포시,서귀포시,2023,4,139.9941055113469,33
2023-04-18,30400,84.919,7,2018,한림오션캐슬아파트,제주시,한림읍,2023,4,357.98820052049604,5
2023-04-18,49000,84.7938,5,2018,제주첨단꿈에그린3단지아파트,제주시,제주시,2023,4,577.872438786798,5
2023-04-18,96000,125.659,2,2005,노형이-편한세상,제주시,제주시,2023,4,763.9723378349341,18
2023-04-18,26000,61.211,6,2015,제이원파크,서귀포시,서귀포시,2023,4,424.7602555096306,8
2023-04-18,26400,84.9,4,2005,동서연동타워,제주시,제주시,2023,4,310.9540636042403,18
2023-04-18,38800,84.89,7,2016,진용이지빌2차,제주시,제주시,2023,4,457.0620803392626,7
2023-04-18,30000,84.78,5,2013,금원앙상블,제주시,제주시,2023,4,353.8570417551309,10
2023-04-18,12500,30.02,3,2012,세일파크빌,제주시,제주시,2023,4,416.3890739506995,11
2023-04-18,39800,84.9873,10,2001,부영(2차),제주시,제주시,2023,4,468.30526443362714,22
2023-04-19,51000,84.991,9,2017,제주강정유승한내들퍼스트오션,서귀포시,서귀포시,2023,4,600.0635361391206,6
2023-04-19,54500,84.7758,5,2013,제주삼화사랑으로부영2차,제주시,제주시,2023,4,642.8721403985571,10
2023-04-19,44000,84.42,5,2023,봉개뜨래별,제주시,제주시,2023,4,521.2035062781331,0
2023-04-19,43000,84.94,3,2015,HausD블루오션,서귀포시,서귀포시,2023,4,506.2396986107841,8
2023-04-20,52000,84.3616,4,2013,제주삼화사랑으로부영2차,제주시,제주시,2023,4,616.3941888252475,10
2023-04-20,52000,129.615,10,2023,유피테르6차,제주시,제주시,2023,4,401.1881340894186,0
2023-04-20,18700,39.66,1,1999,주공5차(동홍5차),서귀포시,서귀포시,2023,4,471.50781643973784,24
2023-04-20,63000,80.6583,12,2001,부영1차,제주시,제주시,2023,4,781.0727476279565,22
2023-04-20,32000,45.9078,4,2001,부영2차,제주시,제주시,2023,4,697.0493031685247,22
2023-04-20,36500,84.8502,10,2004,서진태영아트빌,제주시,제주시,2023,4,430.16987585179527,19
2023-04-21,115650,125.659,9,2005,노형이-편한세상,제주시,제주시,2023,4,920.3479257355223,18
2023-04-21,35000,84.097,2,2016,청담휴클래스,서귀포시,서귀포시,2023,4,416.18607084676034,7
2023-04-21,55500,84.3616,11,2013,제주삼화사랑으로부영2차,제주시,제주시,2023,4,657.8822592269469,10
2023-04-21,30800,82.581,6,2017,성지휴캐슬,제주시,제주시,2023,4,372.96714740678846,6
2023-04-21,35000,83.34,6,2017,도두네오하임B,제주시,제주시,2023,4,419.966402687785,6
2023-04-21,35000,83.34,6,2017,도두네오하임B,제주시,제주시,2023,4,419.966402687785,6
2023-04-22,11000,84.87,4,1991,영신,제주시,한림읍,2023,4,129.60999175209142,32
2023-04-23,14200,21.2369,10,2018,블루파크시티,제주시,제주시,2023,4,668.6474956326018,5
2023-04-23,19700,81.02,4,1991,정한,제주시,제주시,2023,4,243.14983954579117,32
2023-04-23,11700,71.64,4,1991,남주(가동),서귀포시,서귀포시,2023,4,163.31658291457288,32
2023-04-23,60000,49.22,4,1985,주공1,제주시,제주시,2023,4,1219.016659894352,38
2023-04-23,11000,36.54,1,2001,미듬리드빌원룸,제주시,제주시,2023,4,301.03995621237,22
2023-04-23,13500,84.9,2,1990,한라(101동),서귀포시,서귀포시,2023,4,159.01060070671377,33
2023-04-24,20500,68.2038,2,2017,일이삼타운,제주시,제주시,2023,4,300.5697629750835,6
2023-04-24,21500,49.06,4,1993,일도수선화,제주시,제주시,2023,4,438.23889115368934,30
2023-04-24,20000,84.23,4,2013,Skyblue천지인,서귀포시,서귀포시,2023,4,237.44509082274723,10
2023-04-24,37000,84.9873,2,2001,부영(2차),제주시,제주시,2023,4,435.3591654282463,22
2023-04-25,25600,63.68,6,2017,다온팰리스아파트,제주시,제주시,2023,4,402.0100502512563,6
2023-04-25,27000,60.9375,4,2013,동홍동코아루,서귀포시,서귀포시,2023,4,443.0769230769231,10
2023-04-25,25600,63.68,5,2017,다온팰리스아파트,제주시,제주시,2023,4,402.0100502512563,6
2023-04-25,25600,63.68,6,2017,다온팰리스아파트,제주시,제주시,2023,4,402.0100502512563,6
2023-04-25,25600,63.68,6,2017,다온팰리스아파트,제주시,제주시,2023,4,402.0100502512563,6
2023-04-25,25600,63.68,6,2017,다온팰리스아파트,제주시,제주시,2023,4,402.0100502512563,6
2023-04-25,25000,59.9,1,1994,노형수선화,제주시,제주시,2023,4,417.3622704507513,29
2023-04-25,21500,82.77,2,2003,제웅스카이빌,제주시,제주시,2023,4,259.7559502235109,20
2023-04-25,12500,55.2065,6,2002,한빛테크놀즈101동,서귀포시,서귀포시,2023,4,226.42261327923342,21
2023-04-25,41609,59.849,7,2019,도남해모로리치힐아파트,제주시,제주시,2023,4,695.2330030576952,4
2023-04-25,50000,84.3616,3,2013,제주삼화사랑으로부영5차,제주시,제주시,2023,4,592.6867200242765,10
2023-04-25,27000,49.5,5,1998,화북주공4단지,제주시,제주시,2023,4,545.4545454545455,25
2023-04-25,25600,63.68,5,2017,다온팰리스아파트,제주시,제주시,2023,4,402.0100502512563,6
2023-04-25,12700,49.8737,2,2002,서진,서귀포시,서귀포시,2023,4,254.64322879593854,21
2023-04-26,34300,83.87,2,2013,도남아델하임,제주시,제주시,2023,4,408.96625730296887,10
2023-04-26,23000,73.9403,6,2017,화순블루팰리스,서귀포시,안덕면,2023,4,311.06176198906417,6
2023-04-26,50000,105.425,5,2023,유피테르6차,제주시,제주시,2023,4,474.27080863172876,0
2023-04-26,28000,84.97,5,2016,삼양무이아파트,제주시,제주시,2023,4,329.52806873014003,7
2023-04-26,35600,69.3935,5,2023,더펠리스10차,제주시,제주시,2023,4,513.0163487934749,0
2023-04-26,29000,55.79,7,2023,유피테르6차,제주시,제주시,2023,4,519.8064169205951,0
2023-04-26,6850,21.7292,6,2011,도령해든빌,제주시,제주시,2023,4,315.2440034607809,12
2023-04-26,29800,84.9,9,2004,레노시스시티2,서귀포시,서귀포시,2023,4,351.0011778563015,19
2023-04-26,20000,79.8388,4,2003,동홍반석아르미,서귀포시,서귀포시,2023,4,250.504767105718,20
2023-04-26,22900,51.88,3,2003,중문푸른마을,서귀포시,서귀포시,2023,4,441.40323824209713,20
2023-04-26,35250,45.9078,8,2001,부영2차,제주시,제주시,2023,4,767.843373021578,22
2023-04-26,23000,73.9403,6,2017,화순블루팰리스,서귀포시,안덕면,2023,4,311.06176198906417,6
2023-04-26,39000,84.39,4,2018,아이린5차,제주시,제주시,2023,4,462.14006398862426,5
2023-04-27,21000,71.4198,4,2017,일이삼타운,제주시,제주시,2023,4,294.03610763401747,6
2023-04-27,36800,69.0372,7,2023,더펠리스10차,제주시,제주시,2023,4,533.0459520374523,0
2023-04-27,51000,74.83,2,2014,제주삼화엘에이치2단지,제주시,제주시,2023,4,681.5448349592409,9
2023-04-27,60500,49.22,3,1985,주공1,제주시,제주시,2023,4,1229.1751320601381,38
2023-04-27,40500,84.67,1,2010,제주하귀휴먼시아1단지,제주시,애월읍,2023,4,478.3276248966576,13
2023-04-28,29500,84.9237,1,2017,호근동코아루오션뷰,서귀포시,서귀포시,2023,4,347.37063976251625,6
2023-04-28,19300,84.78,2,1992,연동정한,제주시,제주시,2023,4,227.64803019580089,31
2023-04-28,45000,125.08,3,2009,골드하우스,제주시,제주시,2023,4,359.76974736168853,14
2023-04-28,52000,84.3616,5,2013,제주삼화사랑으로부영5차,제주시,제주시,2023,4,616.3941888252475,10
2023-04-28,35000,84.755,8,2013,장원스카이팰리스,제주시,제주시,2023,4,412.95498790631825,10
2023-04-29,39000,84.9873,8,2001,부영(2차),제주시,제주시,2023,4,458.8920932892326,22
2023-04-29,46500,84.9297,2,2016,서귀포강정지구3블럭중흥에스-클래스,서귀포시,서귀포시,2023,4,547.5116478687668,7
2023-04-30,40000,117.8,10,2007,영도제나빌,제주시,제주시,2023,4,339.5585738539898,16
2023-05-01,18000,39.3,2,1988,주공1,서귀포시,서귀포시,2023,5,458.01526717557255,35
2023-05-01,18000,39.3,2,1988,주공1,서귀포시,서귀포시,2023,5,458.01526717557255,35
2023-05-01,29000,83.8944,6,2015,회성푸르니5차,제주시,한림읍,2023,5,345.6726551474234,8
2023-05-01,6500,21.138,4,2012,해월루,제주시,제주시,2023,5,307.50307503075027,11
2023-05-01,36000,84.89,2,2016,중문남해오네뜨오션힐,서귀포시,서귀포시,2023,5,424.0782188714807,7
2023-05-01,29000,84.51,1,2017,아이진베라뷰대정,서귀포시,대정읍,2023,5,343.1546562536978,6
2023-05-01,22000,73.42,2,2017,함덕비치빌,제주시,제주시,2023,5,299.645873059112,6
2023-05-02,18000,59.9,5,1994,노형수선화,제주시,제주시,2023,5,300.50083472454094,29
2023-05-02,18000,84.02,2,2005,제웅명당,제주시,애월읍,2023,5,214.23470602237563,18
2023-05-02,28300,59.97,1,1993,일도신천지,제주시,제주시,2023,5,471.9026179756545,30
2023-05-02,36200,84.9756,2,2022,하귀푸르미르,제주시,애월읍,2023,5,426.0046413323354,1
2023-05-02,89000,120.9434,13,2006,중흥에스클래스(미리내마을),제주시,제주시,2023,5,735.8814122969918,17
2023-05-02,52600,84.9767,13,2012,아라스위첸,제주시,제주시,2023,5,618.9932063730412,11
2023-05-02,37000,59.93,3,1998,"화북주공2,3단지",제주시,제주시,2023,5,617.3869514433505,25
2023-05-02,37300,69.3935,8,2023,더펠리스10차,제주시,제주시,2023,5,537.5143205055228,0
2023-05-02,33000,84.84,2,1992,아라원신,제주시,제주시,2023,5,388.96746817538894,31
2023-05-03,52000,84.3616,12,2013,제주삼화사랑으로부영2차,제주시,제주시,2023,5,616.3941888252475,10
2023-05-03,19500,56.75,3,2019,더그라벨아파트,서귀포시,대정읍,2023,5,343.61233480176213,4
2023-05-03,29000,49.73,4,1995,일도우성1,제주시,제주시,2023,5,583.1490046249749,28
2023-05-03,37000,84.19,4,2016,삼성뜨래별,제주시,제주시,2023,5,439.4821237676684,7
2023-05-03,61200,49.22,2,1985,주공1,제주시,제주시,2023,5,1243.396993092239,38
2023-05-03,36500,84.9873,1,2001,부영(2차),제주시,제주시,2023,5,429.47593346299976,22
2023-05-04,10000,39.8,5,2017,세화비치타운,제주시,제주시,2023,5,251.2562814070352,6
2023-05-04,26000,62.24,9,2014,태흥그린피아,제주시,제주시,2023,5,417.73778920308484,9
2023-05-04,36200,69.3935,6,2023,더펠리스10차,제주시,제주시,2023,5,521.6626917506683,0
2023-05-04,22450,38.9956,6,2020,제주연동중흥S-클래스,제주시,제주시,2023,5,575.7059770845941,3
2023-05-04,7500,28.5825,4,2011,예그린하우스텔,제주시,제주시,2023,5,262.39832065074785,12
2023-05-05,36800,69.3935,7,2023,더펠리스10차,제주시,제주시,2023,5,530.3090347078617,0
2023-05-05,41000,84.84,7,2010,제주하귀휴먼시아1단지,제주시,애월읍,2023,5,483.26261197548325,13
2023-05-05,43000,66.4409,10,2013,제주삼화사랑으로부영5차,제주시,제주시,2023,5,647.1917147419737,10
2023-05-06,28500,59.97,1,1993,일도삼주,제주시,제주시,2023,5,475.2376188094047,30
2023-05-06,16000,84.61,3,2000,한솔아트빌리지,제주시,제주시,2023,5,189.10294291454912,23
2023-05-06,44000,66.4409,10,2013,제주삼화사랑으로부영5차,제주시,제주시,2023,5,662.2426848522522,10
2023-05-06,29500,78.993,7,2016,제주한림코아루,제주시,한림읍,2023,5,373.4508120972745,7
2023-05-07,23700,80.31,3,2004,장원삼양,제주시,제주시,2023,5,295.10646245797534,19
2023-05-07,20000,81.16,2,2002,제일일출,제주시,제주시,2023,5,246.4268112370626,21
2023-05-07,57900,84.95,1,2014,제주삼화엘에이치2단지,제주시,제주시,2023,5,681.577398469688,9
2023-05-08,69000,84.85,2,2011,이도한일베라체,제주시,제주시,2023,5,813.1997642899235,12
2023-05-08,30000,63.9524,4,2018,동홍동파밀리움,서귀포시,서귀포시,2023,5,469.098892301149,5
2023-05-08,30000,116.38,4,2005,삼도쉐르빌1차,제주시,제주시,2023,5,257.77625021481356,18
2023-05-08,18000,42.75,3,1984,유나이티드,제주시,제주시,2023,5,421.05263157894734,39
2023-05-08,22000,69.3756,7,2017,일이삼타운,제주시,제주시,2023,5,317.1143745063105,6
2023-05-08,40000,84.9233,3,2016,극동행복그린,제주시,제주시,2023,5,471.01325549054263,7
2023-05-08,34000,81.38,6,2019,부웅크리스탈6차아파트,제주시,제주시,2023,5,417.79306955025805,4
2023-05-08,5800,45.12,4,1991,남주(나동),서귀포시,서귀포시,2023,5,128.54609929078015,32
2023-05-08,21000,49.87,2,1999,주공5차(동홍5차),서귀포시,서귀포시,2023,5,421.09484660116306,24
2023-05-09,15000,45.211,3,2017,중문스마트빌,서귀포시,서귀포시,2023,5,331.77766472761056,6
2023-05-09,32000,84.8,7,2013,하늘그린5차,제주시,제주시,2023,5,377.35849056603774,10
2023-05-09,34700,84.9136,5,2014,더펠리스1차,제주시,제주시,2023,5,408.6506755101656,9
2023-05-09,24000,81.21,5,2002,제일일출,제주시,제주시,2023,5,295.53010712966386,21
2023-05-09,33000,45.9078,4,2001,부영2차,제주시,제주시,2023,5,718.8320938925411,22
2023-05-09,39175,84.8667,8,2023,캐슬휘닉스더퍼스트,서귀포시,서귀포시,2023,5,461.60626017036134,0
2023-05-09,23500,63.68,1,2017,다온팰리스아파트,제주시,제주시,2023,5,369.0326633165829,6
2023-05-09,49500,84.991,5,2017,제주강정유승한내들퍼스트오션,서귀포시,서귀포시,2023,5,582.4146086056171,6
2023-05-10,25500,59.5956,2,2018,대림위듀파크,제주시,한림읍,2023,5,427.88393774037013,5
2023-05-10,32000,84.6909,3,2018,라오체블랙비치,제주시,제주시,2023,5,377.84460904300227,5
2023-05-10,16100,58.2203,3,2002,미듬하나로(도련),제주시,제주시,2023,5,276.5358474621395,21
2023-05-10,46500,77.552,1,2021,연동백강스위트엠I,제주시,제주시,2023,5,599.5976892923458,2
2023-05-10,66900,148.7272,8,2016,서귀포혁신사랑으로부영아파트,서귀포시,서귀포시,2023,5,449.8168458762082,7
2023-05-10,22800,49.896,7,2000,외도부영1차,제주시,제주시,2023,5,456.95045695045695,23
2023-05-10,19300,39.6682,3,2021,천마에버하임오션,제주시,제주시,2023,5,486.53581458195737,2
2023-05-10,21000,63.7711,3,2017,일이삼타운,제주시,제주시,2023,5,329.3027719452856,6
2023-05-10,16000,59.8944,3,2001,"진우파크빌(101,102동)",서귀포시,서귀포시,2023,5,267.1368274830368,22
2023-05-10,26500,84.44,5,2016,이루안아파트,제주시,제주시,2023,5,313.8323069635244,7
2023-05-11,41800,84.72,3,2010,제주하귀휴먼시아2단지,제주시,애월읍,2023,5,493.38999055712935,13
2023-05-11,30000,84.978,1,2001,대림이편한세상,서귀포시,서귀포시,2023,5,353.03254960107324,22
2023-05-11,32200,84.823,2,2013,하늘숲,제주시,제주시,2023,5,379.6140197823704,10
2023-05-11,28000,84.9979,4,2016,제주한림코아루,제주시,한림읍,2023,5,329.41990331525835,7
2023-05-11,16300,39.79,4,1999,주공5차(동홍5차),서귀포시,서귀포시,2023,5,409.65066599648156,24
2023-05-11,85000,84.978,2,2002,대림이편한세상2차,제주시,제주시,2023,5,1000.2588905363742,21
2023-05-11,12000,49.8737,1,2002,서진,서귀포시,서귀포시,2023,5,240.6077752402569,21
2023-05-12,35000,45.9078,8,2001,부영2차,제주시,제주시,2023,5,762.3976753405739,22
2023-05-12,30000,83.94,5,2016,화인퍼스트빌3차,제주시,제주시,2023,5,357.39814152966403,7
2023-05-12,11800,53.59,3,1990,삼부빌라,제주시,제주시,2023,5,220.19033401754058,33
2023-05-12,52000,47.33,1,1985,주공1,제주시,제주시,2023,5,1098.6689203465032,38
2023-05-12,63500,75.05,12,2001,현대아이파크,제주시,제주시,2023,5,846.1025982678215,22
2023-05-12,32500,113.46,4,2011,서림아이빌,제주시,제주시,2023,5,286.44456196016216,12
2023-05-12,14300,39.5816,8,2012,재영샤르빌,제주시,제주시,2023,5,361.27897811104145,11
2023-05-12,63500,75.05,12,2001,현대아이파크,제주시,제주시,2023,5,846.1025982678215,22
2023-05-13,41200,84.64,4,2015,헤르지아,제주시,제주시,2023,5,486.76748582230624,8
2023-05-13,80700,84.978,4,2002,대림이편한세상2차,제주시,제주시,2023,5,949.657558426887,21
2023-05-13,80700,84.978,4,2002,대림이편한세상2차,제주시,제주시,2023,5,949.657558426887,21
2023-05-13,15500,44.6269,2,2018,함덕천마에코피아,제주시,제주시,2023,5,347.3241475432979,5
2023-05-13,7000,27.115,4,2013,스마트하이빌,서귀포시,서귀포시,2023,5,258.1596902083718,10
2023-05-13,26000,84.86,4,2013,라비앙로즈,제주시,제주시,2023,5,306.3869903370257,10
2023-05-14,11300,59.84,5,1992,나산빌라트,서귀포시,서귀포시,2023,5,188.8368983957219,31
2023-05-14,30000,45.9078,6,2001,부영2차,제주시,제주시,2023,5,653.4837217204919,22
2023-05-15,9400,35.94,1,2000,서홍반석타운,서귀포시,서귀포시,2023,5,261.54702281580416,23
2023-05-15,37000,81.43,3,2019,헤레스노형,제주시,제주시,2023,5,454.3779933685374,4
2023-05-15,25300,83.3861,6,2011,가나노블휘닉스,서귀포시,서귀포시,2023,5,303.4078821290359,12
2023-05-15,20600,84.91,3,1997,아산5차,제주시,제주시,2023,5,242.60982216464492,26
2023-05-15,35500,84.89,5,2016,중문남해오네뜨오션힐,서귀포시,서귀포시,2023,5,418.18824360937685,7
2023-05-15,110000,110.63,7,2005,노형이-편한세상,제주시,제주시,2023,5,994.3053421314291,18
2023-05-15,33000,81.43,4,2019,헤레스노형,제주시,제주시,2023,5,405.2560481395063,4
2023-05-15,6600,28.21,4,2005,신동부삼무3차,제주시,제주시,2023,5,233.95958879829846,18
2023-05-16,21000,49.87,4,1999,주공5차(동홍5차),서귀포시,서귀포시,2023,5,421.09484660116306,24
2023-05-16,51000,84.991,11,2017,제주강정유승한내들퍼스트오션,서귀포시,서귀포시,2023,5,600.0635361391206,6
2023-05-16,24700,84.99,4,1992,삼화,제주시,제주시,2023,5,290.62242616778445,31
2023-05-16,41000,84.045,2,2020,서강파인힐6차,서귀포시,서귀포시,2023,5,487.83389850675235,3
2023-05-16,27400,84.8055,2,2017,쉬젠비아채,제주시,제주시,2023,5,323.0922522713739,6
2023-05-16,54000,84.3616,8,2013,제주삼화사랑으로부영6차,제주시,제주시,2023,5,640.1016576262186,10
2023-05-17,21700,49.87,2,1999,주공5차(동홍5차),서귀포시,서귀포시,2023,5,435.1313414878685,24
2023-05-17,30500,45.9078,3,2001,부영2차,제주시,제주시,2023,5,664.3751170825001,22
2023-05-17,22000,59.97,1,1993,일도신천지,제주시,제주시,2023,5,366.85009171252295,30
2023-05-17,21000,59.986,7,1995,신세계에덴,제주시,제주시,2023,5,350.08168572666955,28
2023-05-17,30000,84.99,6,2017,라스위트,제주시,제주시,2023,5,352.9827038475115,6
2023-05-17,17700,74.4,5,2006,이도그린빌,제주시,제주시,2023,5,237.9032258064516,17
2023-05-18,102000,126.0894,1,2002,한화,제주시,제주시,2023,5,808.9498403513697,21
2023-05-18,21000,84.91,3,1997,아산5차,제주시,제주시,2023,5,247.320692497939,26
2023-05-18,36500,59.98,12,2013,제주서귀포혁신도시엘에이치1단지,서귀포시,서귀포시,2023,5,608.5361787262422,10
2023-05-18,11500,58.944,5,2000,한빛테크,서귀포시,대정읍,2023,5,195.10043431053202,23
2023-05-18,28000,70.2897,6,2017,라메르힐,제주시,제주시,2023,5,398.35139430101424,6
2023-05-19,63000,46.74,2,1988,주공2차,제주시,제주시,2023,5,1347.8818998716301,35
2023-05-19,40000,166.61,3,2002,동인미노스빌,제주시,제주시,2023,5,240.08162775343615,21
2023-05-19,15100,49.9626,4,2014,오페라하우스,서귀포시,서귀포시,2023,5,302.2260650966923,9
2023-05-19,7200,25.87,8,2012,메디치,제주시,제주시,2023,5,278.31465017394663,11
2023-05-19,27300,82.44,8,2003,동인미노스빌(가동),제주시,제주시,2023,5,331.1499272197962,20
2023-05-19,20000,46.74,7,2019,해밀마루,제주시,제주시,2023,5,427.89901583226356,4
2023-05-19,15200,22.36,6,2019,남해오네뜨,제주시,제주시,2023,5,679.7853309481217,4
2023-05-19,28300,84.9455,6,2017,서귀포화순코아루푸르나임,서귀포시,안덕면,2023,5,333.15478748138514,6
2023-05-19,33000,82.61,6,2017,이도네오하임,제주시,제주시,2023,5,399.46737683089214,6
2023-05-19,28000,83.83,9,2004,제동해피죤,제주시,제주시,2023,5,334.0093045449123,19
2023-05-20,52000,84.945,3,1997,대유대림아파트,제주시,제주시,2023,5,612.1608099358409,26
2023-05-20,43800,74.94,7,2015,HausD블루오션,서귀포시,서귀포시,2023,5,584.4675740592475,8
2023-05-20,32000,84.6909,3,2018,라오체블랙비치,제주시,제주시,2023,5,377.84460904300227,5
