날짜,가격_만원,전용면적_㎡,층,건축년도,단지명,도시,행정구역,년,월,만원_per_㎡,경과년수
2024-06-21,59800,101.8684,5,2017,제주첨단꿈에그린2단지아파트,제주시,제주시,2024,6,587.0318960541248,7
2024-06-21,19000,39.69,3,1990,주공2(동홍2),서귀포시,서귀포시,2024,6,478.71000251952637,34
2024-06-21,24800,59.933,2,2000,외도부영1차,제주시,제주시,2024,6,413.7954048687701,24
2024-06-21,24200,69.9729,12,2022,아델리스,서귀포시,서귀포시,2024,6,345.84817836619607,2
2024-06-21,32050,59.98,12,2013,제주서귀포혁신도시엘에이치1단지,서귀포시,서귀포시,2024,6,534.3447815938647,11
2024-06-21,24200,69.9729,10,2022,아델리스,서귀포시,서귀포시,2024,6,345.84817836619607,2
2024-06-21,24200,69.9729,9,2022,아델리스,서귀포시,서귀포시,2024,6,345.84817836619607,2
2024-06-21,24200,69.9729,8,2022,아델리스,서귀포시,서귀포시,2024,6,345.84817836619607,2
2024-06-21,50000,59.56,15,2001,해오름,제주시,제주시,2024,6,839.4895903290799,23
2024-06-21,33800,45.9078,7,2001,부영2차,제주시,제주시,2024,6,736.2583264717542,23
2024-06-21,64000,84.9508,11,2001,부영5차,제주시,제주시,2024,6,753.3772489488033,23
2024-06-21,47500,84.11,2,2012,노형해든빌(920-13),제주시,제주시,2024,6,564.7366543811676,12
2024-06-21,24200,69.9729,11,2022,아델리스,서귀포시,서귀포시,2024,6,345.84817836619607,2
2024-06-21,24200,69.9729,7,2022,아델리스,서귀포시,서귀포시,2024,6,345.84817836619607,2
2024-06-22,45000,66.4409,8,2013,제주삼화사랑으로부영5차,제주시,제주시,2024,6,677.2936549625306,11
2024-06-22,45000,66.4409,8,2013,제주삼화사랑으로부영5차,제주시,제주시,2024,6,677.2936549625306,11
2024-06-22,44000,83.685,4,2013,코스모스태홍누리안5차,제주시,제주시,2024,6,525.7812033219813,11
2024-06-22,6900,27.3,2,2013,윙스스카이2차,서귀포시,서귀포시,2024,6,252.74725274725273,11
2024-06-22,25100,84.8055,1,2017,쉬젠비아채,제주시,제주시,2024,6,295.97136978144107,7
2024-06-23,26000,84.639,4,2007,장원하이빌아파트,제주시,제주시,2024,6,307.186994175262,17
2024-06-24,30500,45.9078,4,2001,부영2차,제주시,제주시,2024,6,664.3751170825001,23
2024-06-24,40500,84.5492,7,2022,하귀푸르미르,제주시,애월읍,2024,6,479.01103736049544,2
2024-06-24,40500,84.5492,7,2022,하귀푸르미르,제주시,애월읍,2024,6,479.01103736049544,2
2024-06-24,40350,81.21,8,2016,삼성뜨래별,제주시,제주시,2024,6,496.8599926117474,8
2024-06-24,23000,84.86,4,1995,삼오한마음,제주시,제주시,2024,6,271.0346452981381,29
2024-06-24,28900,71.62,6,2013,아이린3차,제주시,제주시,2024,6,403.5185702317788,11
2024-06-24,5000,15.2,4,2015,제이원타워,서귀포시,서귀포시,2024,6,328.94736842105266,9
2024-06-24,21650,49.896,11,2000,외도부영1차,제주시,제주시,2024,6,433.90251723585055,24
2024-06-24,50500,84.9297,6,2016,서귀포강정지구3블럭중흥에스-클래스,서귀포시,서귀포시,2024,6,594.6094240295209,8
2024-06-24,58000,84.85,9,2006,노형뜨란채,제주시,제주시,2024,6,683.5592221567473,18
2024-06-25,68000,76.6417,10,2019,노형해모로루엔,제주시,제주시,2024,6,887.2454551503946,5
2024-06-25,44000,66.4409,7,2013,제주삼화사랑으로부영5차,제주시,제주시,2024,6,662.2426848522522,11
2024-06-25,32500,76.9723,2,2017,아르미아아파트,제주시,제주시,2024,6,422.22981514129106,7
2024-06-25,13500,39.79,3,1993,수선화(71),제주시,제주시,2024,6,339.28122643880374,31
2024-06-25,50900,84.9297,2,2016,서귀포강정지구3블럭중흥에스-클래스,서귀포시,서귀포시,2024,6,599.3192016455963,8
2024-06-25,15700,84.07,3,1996,동홍일호,서귀포시,서귀포시,2024,6,186.74913762340907,28
2024-06-25,50000,84.9297,2,2016,서귀포강정지구3블럭중흥에스-클래스,서귀포시,서귀포시,2024,6,588.7222020094266,8
2024-06-26,8500,29.31,9,2012,대원에버그린빌,제주시,제주시,2024,6,290.0034118048448,12
2024-06-26,49000,84.719,3,2005,디지털한빛,제주시,제주시,2024,6,578.3826532418939,19
2024-06-26,8500,29.31,10,2012,대원에버그린빌,제주시,제주시,2024,6,290.0034118048448,12
2024-06-26,40700,84.72,7,2018,아이린5차,제주시,제주시,2024,6,480.4060434372049,6
2024-06-26,26000,67.7146,4,2013,갤럭시타운,제주시,제주시,2024,6,383.9644626121988,11
2024-06-26,18500,59.65,5,1994,연동세기2차,제주시,제주시,2024,6,310.14249790444256,30
2024-06-26,44500,84.84,9,2010,제주하귀휴먼시아1단지,제주시,애월읍,2024,6,524.5167373880245,14
2024-06-26,41800,77.02,1,1995,일도2차대림,제주시,제주시,2024,6,542.7161776162036,29
2024-06-26,6500,15.9,10,2014,화이트스톤빌,제주시,제주시,2024,6,408.80503144654085,10
2024-06-26,8500,29.31,10,2012,대원에버그린빌,제주시,제주시,2024,6,290.0034118048448,12
2024-06-27,37500,84.39,9,2013,도남아델하임,제주시,제주시,2024,6,444.3654461429079,11
2024-06-27,28000,59.97,4,1993,일도삼주,제주시,제주시,2024,6,466.9001167250292,31
2024-06-27,7900,25.48,8,2012,메디치,제주시,제주시,2024,6,310.04709576138146,12
2024-06-28,19300,39.3,1,1990,주공2(동홍2),서귀포시,서귀포시,2024,6,491.09414758269725,34
2024-06-28,32500,76.9723,2,2017,아르미아아파트,제주시,제주시,2024,6,422.22981514129106,7
2024-06-28,17000,42.75,6,1984,유나이티드,제주시,제주시,2024,6,397.6608187134503,40
2024-06-28,35000,84.42,7,2009,연동태홍누리안3차,제주시,제주시,2024,6,414.5936981757877,15
2024-06-28,42500,84.94,13,2013,제주서귀포혁신도시엘에이치1단지,서귀포시,서귀포시,2024,6,500.3531904874029,11
2024-06-28,21500,59.96,6,1997,기산,제주시,제주시,2024,6,358.57238158772515,27
2024-06-28,24000,84.64,3,2012,용담이타스,제주시,제주시,2024,6,283.5538752362949,12
2024-06-28,27500,84.51,1,2017,아이진베라뷰대정,서귀포시,대정읍,2024,6,325.4052774819548,7
2024-06-28,19300,39.3,1,1990,주공2(동홍2),서귀포시,서귀포시,2024,6,491.09414758269725,34
2024-06-28,39000,84.9648,4,2013,휴마루,제주시,제주시,2024,6,459.0136150499972,11
2024-06-29,24500,84.67,4,2004,미듬하나로,제주시,제주시,2024,6,289.3586866658793,20
2024-06-29,48000,84.7938,6,2017,제주첨단꿈에그린2단지아파트,제주시,제주시,2024,6,566.0791237095165,7
2024-06-29,21500,49.896,8,2000,외도부영1차,제주시,제주시,2024,6,430.89626422959753,24
2024-06-29,52000,84.3616,11,2013,제주삼화사랑으로부영1차,제주시,제주시,2024,6,616.3941888252475,11
2024-06-29,18800,84.46,4,1991,광양미화,제주시,제주시,2024,6,222.59057542031732,33
2024-06-29,65500,84.9753,1,2019,도남해모로리치힐아파트,제주시,제주시,2024,6,770.8122242581079,5
2024-06-30,26000,71.34,2,1997,동덕,제주시,제주시,2024,6,364.45192038127277,27
2024-06-30,14500,39.79,4,1999,주공5차(동홍5차),서귀포시,서귀포시,2024,6,364.41316913797436,25
2024-07-01,10500,59.58,4,2001,표선2차반석타운,서귀포시,서귀포시,2024,7,176.23363544813697,23
2024-07-01,38000,165.51,7,2004,일호레노시스시티I,서귀포시,서귀포시,2024,7,229.59337804362275,20
2024-07-01,13000,46.26,2,1990,도남시영,제주시,제주시,2024,7,281.0203199308258,34
2024-07-01,43000,129.86,4,1989,서해2,제주시,제주시,2024,7,331.1258278145695,35
2024-07-01,13100,84.39,3,1991,세흥빌라(A동),제주시,제주시,2024,7,155.23166251925585,33
2024-07-01,16400,36.8575,7,2016,삼양더힐링빌,제주시,제주시,2024,7,444.9569287119311,8
2024-07-01,18800,56.75,7,2019,더그라벨아파트,서귀포시,대정읍,2024,7,331.27753303964755,5
2024-07-01,21500,32.39,4,2019,남해오네뜨,제주시,제주시,2024,7,663.7851188638468,5
2024-07-02,43500,84.9873,8,2001,부영(2차),제주시,제주시,2024,7,511.84118097645177,23
2024-07-02,37000,84.93,6,2016,화인퍼스트빌3차,제주시,제주시,2024,7,435.6528906158012,8
2024-07-02,17700,49.87,4,1999,주공5차(동홍5차),서귀포시,서귀포시,2024,7,354.92279927812314,25
2024-07-03,13700,61.56,3,1987,광덕(광덕사라봉),제주시,제주시,2024,7,222.54710851202077,37
2024-07-03,14500,56.56,3,1994,남주,제주시,제주시,2024,7,256.3649222065064,30
2024-07-03,21400,49.896,5,2000,외도부영1차,제주시,제주시,2024,7,428.8920955587622,24
2024-07-04,7710,57.3812,5,2002,중문미듬하나로,서귀포시,서귀포시,2024,7,134.3645653977261,22
2024-07-04,50000,84.94,5,2015,HausD블루오션,서귀포시,서귀포시,2024,7,588.650812338121,9
2024-07-04,80000,84.9071,7,2014,노형2차아이파크,제주시,제주시,2024,7,942.2062465918633,10
2024-07-04,88000,108.4439,1,2002,한화,제주시,제주시,2024,7,811.4794838621629,22
2024-07-04,44000,84.85,5,2010,제주하귀휴먼시아1단지,제주시,애월읍,2024,7,518.5621685327048,14
2024-07-04,28000,84.9455,3,2017,서귀포화순코아루푸르나임,서귀포시,안덕면,2024,7,329.62311128900296,7
2024-07-04,6909,59.4853,2,2002,서진,서귀포시,서귀포시,2024,7,116.14634203744454,22
2024-07-04,25500,56.69,8,2017,외도휴안2차,제주시,제주시,2024,7,449.8147821485271,7
2024-07-04,8532,57.3812,4,2002,중문미듬하나로,서귀포시,서귀포시,2024,7,148.68981478254202,22
2024-07-04,48000,84.9297,1,2016,서귀포강정지구3블럭중흥에스-클래스,서귀포시,서귀포시,2024,7,565.1733139290495,8
2024-07-05,31000,45.9078,8,2001,부영2차,제주시,제주시,2024,7,675.2665124445083,23
2024-07-05,61000,84.9508,6,2001,부영5차,제주시,제주시,2024,7,718.0626904043281,23
2024-07-05,21000,67.7585,3,2017,일이삼타운,제주시,제주시,2024,7,309.9242161500033,7
2024-07-05,34300,74.6182,4,2019,동호아트리움,서귀포시,서귀포시,2024,7,459.67337727256887,5
2024-07-05,60500,84.95,7,2014,제주삼화엘에이치2단지,제주시,제주시,2024,7,712.1836374337846,10
2024-07-05,49700,84.9196,3,2021,동홍동센트레빌,서귀포시,서귀포시,2024,7,585.2594689565188,3
2024-07-06,30000,45.9078,4,2001,부영2차,제주시,제주시,2024,7,653.4837217204919,23
2024-07-06,48500,84.7938,3,2017,제주첨단꿈에그린2단지아파트,제주시,제주시,2024,7,571.9757812481573,7
2024-07-06,42500,84.6,5,1998,화북주공1단지,제주시,제주시,2024,7,502.3640661938535,26
2024-07-06,32500,84.2631,2,2006,미듬아뜨리에,제주시,제주시,2024,7,385.69670472603076,18
2024-07-06,9900,54.7125,4,2000,한빛테크놀즈105동,서귀포시,서귀포시,2024,7,180.94585332419467,24
2024-07-07,52000,84.9297,10,2016,서귀포강정지구3블럭중흥에스-클래스,서귀포시,서귀포시,2024,7,612.2710900898037,8
2024-07-08,48500,84.7938,6,2017,제주첨단꿈에그린2단지아파트,제주시,제주시,2024,7,571.9757812481573,7
2024-07-08,19000,84.84,3,2014,노블하우스,제주시,제주시,2024,7,223.95096652522395,10
2024-07-08,48500,84.7938,6,2017,제주첨단꿈에그린2단지아파트,제주시,제주시,2024,7,571.9757812481573,7
2024-07-08,70000,101.8684,6,2018,제주첨단꿈에그린3단지아파트,제주시,제주시,2024,7,687.1610823376043,6
2024-07-08,54000,59.56,11,2001,해오름,제주시,제주시,2024,7,906.6487575554063,23
2024-07-08,33000,84.5449,6,2013,화인퍼스트빌,제주시,제주시,2024,7,390.3251408423217,11
2024-07-08,31900,59.93,7,1998,"화북주공2,3단지",제주시,제주시,2024,7,532.287668947105,26
2024-07-08,27600,74.9261,8,2019,동호아트리움,서귀포시,서귀포시,2024,7,368.3629603035524,5
2024-07-08,75000,84.978,12,2002,대림이편한세상2차,제주시,제주시,2024,7,882.5813740026831,22
2024-07-08,12000,66.97,5,1994,대원상록수,제주시,제주시,2024,7,179.1847095714499,30
2024-07-08,38500,84.94,10,2013,제주서귀포혁신도시엘에이치1단지,서귀포시,서귀포시,2024,7,453.2611255003532,11
2024-07-08,24100,74.9261,2,2019,동호아트리움,서귀포시,서귀포시,2024,7,321.6502660621599,5
2024-07-08,13700,61.56,3,1987,광덕(광덕사라봉),제주시,제주시,2024,7,222.54710851202077,37
2024-07-08,27451,74.9261,6,2019,동호아트리움,서귀포시,서귀포시,2024,7,366.374334177276,5
2024-07-09,10000,39.0761,2,2016,동홍동예그린하우스텔4차,서귀포시,서귀포시,2024,7,255.91090206033869,8
2024-07-09,31500,59.82,3,1995,혜성대유,제주시,제주시,2024,7,526.5797392176529,29
2024-07-09,6700,59.05,4,1992,삼부,제주시,제주시,2024,7,113.46316680779002,32
2024-07-09,52000,47.33,1,1985,주공1,제주시,제주시,2024,7,1098.6689203465032,39
2024-07-10,37461,84.27,2,2021,모슬포라움,서귀포시,대정읍,2024,7,444.5354218583126,3
2024-07-10,18000,65.16,3,1991,연동,제주시,제주시,2024,7,276.24309392265195,33
2024-07-10,15775,59.4557,2,2002,"태봉그린피아(101,102,103동)",서귀포시,서귀포시,2024,7,265.3235938690487,22
2024-07-10,31050,84.9455,3,2017,서귀포화순코아루푸르나임,서귀포시,안덕면,2024,7,365.5284859115551,7
2024-07-10,12000,53.8513,1,2002,중문미듬하나로,서귀포시,서귀포시,2024,7,222.8358461169925,22
2024-07-10,49000,84.9297,1,2016,서귀포강정지구3블럭중흥에스-클래스,서귀포시,서귀포시,2024,7,576.9477579692381,8
2024-07-11,30100,84.7879,6,2017,서귀포화순코아루푸르나임,서귀포시,안덕면,2024,7,355.0034851671052,7
2024-07-11,39000,79.004,2,2021,e편한세상중문,서귀포시,서귀포시,2024,7,493.6458913472735,3
2024-07-11,33000,59.93,4,1998,화북주공4단지,제주시,제주시,2024,7,550.6424161521776,26
2024-07-11,61500,84.85,13,2006,노형뜨란채,제주시,제주시,2024,7,724.8084855627578,18
2024-07-11,8000,30.06,7,1996,노형영진2차,제주시,제주시,2024,7,266.13439787092483,28
2024-07-11,60000,84.95,9,2014,제주삼화엘에이치2단지,제주시,제주시,2024,7,706.2978222483814,10
2024-07-12,64300,84.9508,10,2001,부영3차,제주시,제주시,2024,7,756.9087048032508,23
2024-07-12,7200,27.02,10,2012,인화에코비치,제주시,제주시,2024,7,266.4692820133235,12
2024-07-12,36000,84.5492,3,2022,하귀푸르미르,제주시,애월읍,2024,7,425.78758876488484,2
2024-07-12,37500,84.8714,3,2014,연동한일씨티파크,제주시,제주시,2024,7,441.8449560158075,10
2024-07-12,10161,40.26,10,2004,삼부장미주상,제주시,제주시,2024,7,252.3845007451565,20
2024-07-13,37000,81.485,3,2021,외도탐나지오,제주시,제주시,2024,7,454.0713014665276,3
2024-07-13,31500,74.6182,4,2019,동호아트리움,서귀포시,서귀포시,2024,7,422.1490199441959,5
2024-07-13,10800,67.68,4,1989,명주,제주시,제주시,2024,7,159.57446808510636,35
2024-07-13,40000,84.945,4,1997,대유대림아파트,제주시,제주시,2024,7,470.8929307198776,27
2024-07-13,34100,84.83,7,2015,외도해든빌5차,제주시,제주시,2024,7,401.9804314511376,9
2024-07-13,34000,81.6738,2,2017,디어하우스,제주시,제주시,2024,7,416.2901689403456,7
2024-07-14,39000,113.46,8,2011,서림아이빌,제주시,제주시,2024,7,343.7334743521946,13
2024-07-14,30000,81.38,7,2018,벨루스타운Ⅲ,제주시,제주시,2024,7,368.6409437208159,6
2024-07-14,41000,84.64,3,2015,헤르지아,제주시,제주시,2024,7,484.4045368620038,9
2024-07-15,27185,84.9626,3,2019,동호아트리움,서귀포시,서귀포시,2024,7,319.964313709797,5
2024-07-15,51500,84.3616,5,2013,제주삼화사랑으로부영2차,제주시,제주시,2024,7,610.4673216250047,11
2024-07-15,38000,84.933,8,2011,연동가나휘닉스1,제주시,제주시,2024,7,447.41148905607946,13
2024-07-15,30900,84.9626,5,2019,동호아트리움,서귀포시,서귀포시,2024,7,363.68943511615703,5
2024-07-15,28016,84.9626,3,2019,동호아트리움,서귀포시,서귀포시,2024,7,329.745087838649,5
2024-07-15,25132,74.9261,8,2019,동호아트리움,서귀포시,서귀포시,2024,7,335.4238376213362,5
2024-07-15,41800,84.9196,2,2021,동홍동센트레빌,서귀포시,서귀포시,2024,7,492.23029783465773,3
2024-07-15,24100,74.9261,2,2019,동호아트리움,서귀포시,서귀포시,2024,7,321.6502660621599,5
2024-07-15,27370,84.9626,4,2019,동호아트리움,서귀포시,서귀포시,2024,7,322.1417423666413,5
2024-07-15,25712,74.9261,5,2019,동호아트리움,서귀포시,서귀포시,2024,7,343.1647983813384,5
2024-07-15,28368,84.9626,5,2019,동호아트리움,서귀포시,서귀포시,2024,7,333.888087228969,5
2024-07-15,45300,84.72,10,2010,제주하귀휴먼시아1단지,제주시,애월읍,2024,7,534.7025495750709,14
2024-07-15,27460,84.9626,4,2019,동호아트리움,서귀포시,서귀포시,2024,7,323.20103198348454,5
2024-07-15,30000,84.2634,3,2013,백강수피아2차,제주시,제주시,2024,7,356.02645988649874,11
2024-07-15,51500,84.3616,5,2013,제주삼화사랑으로부영2차,제주시,제주시,2024,7,610.4673216250047,11
2024-07-15,19000,72.33,3,2017,대진유토피아빌리지(3차),제주시,제주시,2024,7,262.6849163555924,7
2024-07-15,19000,72.33,3,2017,대진유토피아빌리지(3차),제주시,제주시,2024,7,262.6849163555924,7
2024-07-15,19000,72.33,3,2017,대진유토피아빌리지(3차),제주시,제주시,2024,7,262.6849163555924,7
2024-07-15,41500,84.9,14,2009,에코빌리지Ⅰ,제주시,제주시,2024,7,488.8103651354534,15
2024-07-15,17500,58.2203,7,2002,미듬하나로(도련),제주시,제주시,2024,7,300.5824428936299,22
2024-07-15,23500,78.47,5,2015,마마스빌,서귀포시,서귀포시,2024,7,299.47750732764115,9
2024-07-15,28590,84.9626,5,2019,동호아트리움,서귀포시,서귀포시,2024,7,336.50100161718217,5
2024-07-16,54000,84.991,2,2017,제주강정유승한내들퍼스트오션,서귀포시,서귀포시,2024,7,635.3613912061277,7
2024-07-16,49000,84.9,8,2015,HausD블루오션,서귀포시,서귀포시,2024,7,577.1495877502945,9
2024-07-16,32800,84.9237,5,2017,호근동코아루오션뷰,서귀포시,서귀포시,2024,7,386.22905031222143,7
2024-07-16,12800,25.8165,6,2018,제주연동리슈빌디에스,제주시,제주시,2024,7,495.80694517072413,6
2024-07-16,15500,59.58,2,2001,표선2차반석타운,서귀포시,서귀포시,2024,7,260.1544142329641,23
2024-07-16,10800,34.9583,6,2012,제웅솔내음,제주시,제주시,2024,7,308.93950792801706,12
2024-07-16,14800,39.615,9,2014,가나타운,제주시,제주시,2024,7,373.5958601539821,10
2024-07-16,37000,111.8623,8,2020,제이원클래시움,서귀포시,서귀포시,2024,7,330.7638051425726,4
2024-07-17,26000,84.48,3,2016,이루안아파트,제주시,제주시,2024,7,307.7651515151515,8
2024-07-17,38500,84.78,5,2001,장원월드컵,제주시,제주시,2024,7,454.1165369190847,23
2024-07-17,55000,84.3616,9,2013,제주삼화사랑으로부영2차,제주시,제주시,2024,7,651.9553920267041,11
2024-07-17,25214,74.22,7,2020,골드트리,제주시,제주시,2024,7,339.71975208838586,4
2024-07-18,48500,82.8628,4,2021,해담은,제주시,제주시,2024,7,585.3048653919492,3
2024-07-18,6200,19.55,7,2011,석정시티빌,제주시,제주시,2024,7,317.13554987212274,13
2024-07-18,50900,84.991,5,2017,제주강정유승한내들퍼스트오션,서귀포시,서귀포시,2024,7,598.8869409702204,7
2024-07-18,34000,39.3,3,1989,주공3,제주시,제주시,2024,7,865.1399491094148,35
2024-07-18,6200,19.55,7,2011,석정시티빌,제주시,제주시,2024,7,317.13554987212274,13
2024-07-18,35000,77.88,4,2019,수미안아파트,제주시,제주시,2024,7,449.4093477144325,5
2024-07-19,48000,84.7938,4,2017,제주첨단꿈에그린2단지아파트,제주시,제주시,2024,7,566.0791237095165,7
2024-07-19,31000,84.86,3,2012,아산플라자,제주시,제주시,2024,7,365.3075654018383,12
2024-07-19,52000,84.9196,5,2021,동홍동센트레빌,서귀포시,서귀포시,2024,7,612.3439111818708,3
2024-07-19,31000,45.9078,3,2001,부영2차,제주시,제주시,2024,7,675.2665124445083,23
2024-07-19,41835,84.48,5,2021,모슬포라움,서귀포시,대정읍,2024,7,495.2059659090909,3
2024-07-19,25000,60.58,3,2017,이호휴캐슬,제주시,제주시,2024,7,412.67745130406075,7
2024-07-20,17900,60.075,5,2015,남건휴먼스3차,제주시,한림읍,2024,7,297.9608822305451,9
2024-07-20,19000,83.36,1,1993,한솔,제주시,제주시,2024,7,227.9270633397313,31
2024-07-20,11000,22.3279,5,2017,영도갤럭시타운,제주시,제주시,2024,7,492.65716883361176,7
2024-07-20,10000,57.87,5,1991,삼아,서귀포시,서귀포시,2024,7,172.80110592707794,33
2024-07-20,36600,61.3849,4,2023,더펠리스10차,제주시,제주시,2024,7,596.2378369924851,1
2024-07-21,26000,79.336,5,2017,나이스6차,제주시,제주시,2024,7,327.72007663607945,7
2024-07-21,55500,84.3616,5,2013,제주삼화사랑으로부영3차,제주시,제주시,2024,7,657.8822592269469,11
2024-07-21,55500,84.3616,5,2013,제주삼화사랑으로부영3차,제주시,제주시,2024,7,657.8822592269469,11
2024-07-22,29000,84.9626,9,2019,동호아트리움,서귀포시,서귀포시,2024,7,341.3266543161344,5
2024-07-22,26500,60.9375,3,2013,동홍동코아루,서귀포시,서귀포시,2024,7,434.87179487179486,11
2024-07-22,71500,75.014,5,2001,대림이편한세상1차,제주시,제주시,2024,7,953.1554109899486,23
2024-07-22,48500,84.7938,3,2017,제주첨단꿈에그린2단지아파트,제주시,제주시,2024,7,571.9757812481573,7
2024-07-22,25500,80.04,3,2017,그린트리,제주시,애월읍,2024,7,318.59070464767615,7
2024-07-22,29300,59.94,6,1996,성환그린1차,제주시,제주시,2024,7,488.82215548882215,28
2024-07-22,27000,84.8055,1,2017,쉬젠비아채,제주시,제주시,2024,7,318.37557705573346,7
2024-07-22,38554,85.0,3,2021,모슬포라움,서귀포시,대정읍,2024,7,453.5764705882353,3
2024-07-22,60000,59.849,6,2019,도남해모로리치힐아파트,제주시,제주시,2024,7,1002.5230162575816,5
2024-07-22,42300,84.9873,4,2001,부영(2차),제주시,제주시,2024,7,497.72142425986,23
2024-07-22,44000,155.38,4,2003,장원타운,제주시,제주시,2024,7,283.1767280216244,21
2024-07-22,46400,66.4409,9,2013,제주삼화사랑으로부영5차,제주시,제주시,2024,7,698.3650131169204,11
2024-07-22,24700,83.42,6,2002,굿모닝아파트,제주시,제주시,2024,7,296.0920642531767,22
2024-07-22,35500,45.9078,7,2001,부영2차,제주시,제주시,2024,7,773.2890707025821,23
2024-07-23,9800,53.18,1,1993,민우중문,서귀포시,서귀포시,2024,7,184.27980443775854,31
2024-07-23,55000,75.18,5,2006,노형뜨란채,제주시,제주시,2024,7,731.5775472200053,18
2024-07-23,67000,80.6583,5,2001,부영1차,제주시,제주시,2024,7,830.6646681122712,23
2024-07-23,41000,84.9873,6,2001,부영(2차),제주시,제주시,2024,7,482.42502115021887,23
2024-07-23,32700,59.93,7,1998,"화북주공2,3단지",제주시,제주시,2024,7,545.6365760053395,26
2024-07-23,24000,81.49,5,2013,모다드림,서귀포시,서귀포시,2024,7,294.5146643759971,11
2024-07-23,14000,21.2369,8,2018,블루파크시티,제주시,제주시,2024,7,659.2299252715792,6
2024-07-23,35400,83.87,3,2013,도남아델하임,제주시,제주시,2024,7,422.08179325146057,11
2024-07-23,53000,84.9297,8,2016,서귀포강정지구3블럭중흥에스-클래스,서귀포시,서귀포시,2024,7,624.0455341299922,8
2024-07-23,26710,84.9626,2,2019,동호아트리움,서귀포시,서귀포시,2024,7,314.3736185097914,5
2024-07-24,63000,84.9508,5,2001,부영5차,제주시,제주시,2024,7,741.6057294339782,23
2024-07-24,33500,45.9078,10,2001,부영2차,제주시,제주시,2024,7,729.7234892545493,23
2024-07-24,11000,40.2,4,2004,삼부장미주상,제주시,제주시,2024,7,273.6318407960199,20
2024-07-24,30000,83.08,7,2007,태홍누리안2차,제주시,제주시,2024,7,361.0977371208474,17
2024-07-24,7900,17.9935,3,2018,삼성홈스테이,서귀포시,서귀포시,2024,7,439.04743379553724,6
2024-07-24,25000,84.64,7,2012,용담이타스,제주시,제주시,2024,7,295.3686200378072,12
2024-07-25,14200,84.84,5,1992,나산빌라트,서귀포시,서귀포시,2024,7,167.37388024516736,32
2024-07-25,28000,78.92,4,2018,함덕해밀타운아파트,제주시,제주시,2024,7,354.78966041561074,6
2024-07-25,55200,84.3616,8,2013,제주삼화사랑으로부영5차,제주시,제주시,2024,7,654.3261389068012,11
2024-07-25,20500,84.723,4,1995,우주도남,제주시,제주시,2024,7,241.96499179679662,29
2024-07-26,25000,59.933,8,2000,외도부영1차,제주시,제주시,2024,7,417.13246458545376,24
2024-07-26,57300,84.9933,2,2016,제주삼화사랑으로부영8차,제주시,제주시,2024,7,674.1707875797268,8
2024-07-26,74000,84.978,3,2002,대림이편한세상2차,제주시,제주시,2024,7,870.813622349314,22
2024-07-26,30000,82.317,7,2016,청담휴클래스,서귀포시,서귀포시,2024,7,364.44476839534974,8
2024-07-26,65000,84.9508,10,2001,부영3차,제주시,제주시,2024,7,765.1487684636284,23
2024-07-26,13300,22.36,9,2019,남해오네뜨,제주시,제주시,2024,7,594.8121645796065,5
2024-07-26,65000,59.3,5,1985,주공1,제주시,제주시,2024,7,1096.1214165261383,39
2024-07-26,78000,120.9434,8,2006,중흥에스클래스(미리내마을),제주시,제주시,2024,7,644.9297770692738,18
2024-07-27,47800,84.9789,9,2017,서귀포강정골드클래스,서귀포시,서귀포시,2024,7,562.4925716854419,7
2024-07-27,26300,59.97,3,2003,중문푸른마을,서귀포시,서귀포시,2024,7,438.55260963815243,21
2024-07-27,41000,84.8714,9,2014,연동한일씨티파크,제주시,제주시,2024,7,483.08381857728284,10
2024-07-27,58000,84.8953,9,2013,제주삼화사랑으로부영2차,제주시,제주시,2024,7,683.1944760192849,11
2024-07-27,29500,84.89,1,2016,중문남해오네뜨오션힐,서귀포시,서귀포시,2024,7,347.50854046413,8
2024-07-28,21500,49.87,3,1999,주공5차(동홍5차),서귀포시,서귀포시,2024,7,431.1209143773812,25
2024-07-28,25000,84.57,2,2004,드림아트빌,제주시,제주시,2024,7,295.6131015726617,20
2024-07-28,22700,49.896,8,2000,외도부영1차,제주시,제주시,2024,7,454.9462882796216,24
2024-07-28,27500,84.79,12,2005,고덕쉐르빌,제주시,제주시,2024,7,324.33069937492627,19
2024-07-28,37000,84.89,3,2016,대원상록수11차아파트,제주시,제주시,2024,7,435.85816939568855,8
2024-07-28,27500,84.79,12,2005,고덕쉐르빌,제주시,제주시,2024,7,324.33069937492627,19
2024-07-28,51000,84.3616,1,2013,제주삼화사랑으로부영5차,제주시,제주시,2024,7,604.5404544247621,11
2024-07-29,9500,32.04,4,2003,벽강하이본타워,제주시,제주시,2024,7,296.5043695380774,21
2024-07-29,26000,70.8802,6,2020,제이원클래시움,서귀포시,서귀포시,2024,7,366.816120722007,4
2024-07-29,16700,34.7519,10,2017,영도갤럭시타운,제주시,제주시,2024,7,480.5492649322771,7
2024-07-29,25650,74.9261,6,2019,동호아트리움,서귀포시,서귀포시,2024,7,342.3373163690623,5
2024-07-29,24500,83.55,5,1991,용두암현대1,제주시,제주시,2024,7,293.23758228605624,33
2024-07-29,20600,81.6021,5,2001,문화,제주시,제주시,2024,7,252.44448365912154,23
2024-07-29,46500,73.9049,8,2013,제주삼화사랑으로부영1차,제주시,제주시,2024,7,629.1869686583705,11
