feature,importance_mean,importance_std
전용면적_㎡,8912.844338966559,227.23873592401634
단지명,8716.695769656873,202.97129555829494
행정구역,1233.0123755602322,69.17877581825864
건축년도,1077.9040104141993,75.7803145157496
경과년수,1077.0359885361806,75.7469138101662
도시,211.0029568326516,19.574219375401174
층,170.93525282949594,18.975196025305276
월,1.4483706757008803,1.379982008236975
날짜,0.0,0.0
년,0.0,0.0
만원_per_㎡,0.0,0.0
거래유형,0.0,0.0
