feature,importance_mean,importance_std
단지명,1.6633800704118982,0.06763794643763218
전용면적_㎡,0.48694523964729663,0.01481901818580121
행정구역,0.21162955989496623,0.009357266283384815
도시,0.0863132092711528,0.004365427368072137
건축년도,0.012116589768843056,0.0022562532235750727
경과년수,0.011716367816544882,0.0022290350930378833
층,0.005549338795397274,0.0007256692817835667
년,0.0,0.0
월,-1.90870190971415e-06,1.3154614258263902e-05
