날짜,년,월,도시,행정구역,단지명,전용면적_㎡,층,건축년도,경과년수,거래유형,거래금액_만원,만원_per_㎡
2023-07-10,2023,7,서귀포시,동홍동,동홍동센트레빌,59.8882,4,2021,2.0,중개거래,35600,594.4409750167813
2023-07-10,2023,7,제주시,외도일동,외도부영1차,59.933,6,2000,23.0,중개거래,27800,463.8513006190246
2023-07-10,2023,7,제주시,아라일동,아라아이파크,84.9992,13,2013,10.0,중개거래,77000,905.8908789729785
2023-07-10,2023,7,제주시,조천읍,광명샤인빌,84.5989,3,2006,17.0,중개거래,32000,378.25550923238956
2023-07-10,2023,7,제주시,한림읍,남건휴먼스3차,60.075,2,2015,8.0,직거래,18000,299.625468164794
2023-07-10,2023,7,제주시,조천읍,광명샤인빌,84.5989,3,2006,17.0,중개거래,32000,378.25550923238956
2023-07-11,2023,7,제주시,연동,삼무파크빌,84.24,8,2007,16.0,중개거래,23500,278.96486229819567
2023-07-11,2023,7,제주시,삼양일동,대유,82.26,4,1992,31.0,중개거래,12800,155.60418186238755
2023-07-11,2023,7,제주시,연동,삼무파크빌,84.24,8,2007,16.0,직거래,23500,278.96486229819567
2023-07-11,2023,7,제주시,노형동,노형영진1차,59.86,3,1995,28.0,중개거래,18000,300.70163715335786
2023-07-11,2023,7,제주시,노형동,덕진웰리브,84.877,8,2010,13.0,중개거래,38000,447.7066814331327
2023-07-11,2023,7,제주시,노형동,영보3차,76.78,7,1997,26.0,직거래,30000,390.7267517582704
2023-07-11,2023,7,서귀포시,토평동,"토평반석타운(가동,나동)",42.2624,1,2000,23.0,중개거래,7700,182.19504808056334
2023-07-11,2023,7,서귀포시,서귀동,늘푸른원룸,21.5404,5,2014,9.0,직거래,6000,278.54635939908263
2023-07-12,2023,7,제주시,연동,미도스카이빌,28.9,5,2012,11.0,중개거래,8400,290.6574394463668
2023-07-12,2023,7,제주시,용담이동,세흥빌라(A동),84.39,5,1991,32.0,중개거래,11500,136.27207015049177
2023-07-12,2023,7,서귀포시,중문동,중문남해오네뜨오션힐,84.89,3,2016,7.0,중개거래,36000,424.0782188714807
2023-07-12,2023,7,서귀포시,동홍동,센트럴팰리스,21.96,9,2018,5.0,중개거래,10500,478.1420765027322
2023-07-13,2023,7,서귀포시,남원읍,엘루체2차,66.4251,2,2014,9.0,중개거래,20000,301.09100325027737
2023-07-13,2023,7,서귀포시,동홍동,동홍동센트레빌,59.8882,1,2021,2.0,중개거래,31700,529.319632248089
2023-07-13,2023,7,제주시,연동,대림이편한세상2차,84.978,14,2002,21.0,중개거래,83000,976.7233872296359
2023-07-13,2023,7,제주시,구좌읍,라메르힐,74.0969,7,2017,6.0,중개거래,28000,377.8835551824705
2023-07-13,2023,7,제주시,노형동,중흥에스클래스,59.957,3,2003,20.0,중개거래,55000,917.3240822589522
2023-07-13,2023,7,제주시,애월읍,제주하귀휴먼시아1단지,84.72,8,2010,13.0,중개거래,44200,521.7186024551464
2023-07-14,2023,7,제주시,노형동,부영2차,45.9078,2,2001,22.0,중개거래,30000,653.4837217204919
2023-07-14,2023,7,제주시,노형동,부영2차,45.9078,2,2001,22.0,중개거래,30000,653.4837217204919
2023-07-14,2023,7,제주시,화북일동,"화북주공2,3단지",59.93,7,1998,25.0,중개거래,34000,567.3285499749708
2023-07-14,2023,7,제주시,삼도일동,화인퍼스트빌,84.5449,5,2013,10.0,중개거래,28000,331.18496798742444
2023-07-14,2023,7,제주시,조천읍,일이삼타운,67.7585,5,2017,6.0,중개거래,21000,309.9242161500033
2023-07-14,2023,7,제주시,용담이동,용두암현대3,79.78,5,1992,31.0,직거래,20000,250.68939583855604
2023-07-14,2023,7,제주시,화북일동,"화북주공2,3단지",59.93,5,1998,25.0,중개거래,35000,584.0146837977641
2023-07-14,2023,7,제주시,노형동,부영2차,45.9078,2,2001,22.0,중개거래,30000,653.4837217204919
2023-07-15,2023,7,제주시,연동,제주연동리슈빌디에스,27.108,12,2018,5.0,직거래,15300,564.4090305444887
2023-07-15,2023,7,제주시,연동,타워프로빌,138.14,17,2010,13.0,중개거래,58750,425.293180831041
2023-07-15,2023,7,서귀포시,서홍동,프리미엄성보파크,81.0695,5,2019,4.0,중개거래,30500,376.22040348096385
2023-07-15,2023,7,제주시,조천읍,신촌다정타운,47.0171,4,2002,21.0,중개거래,8800,187.16594600687836
2023-07-15,2023,7,제주시,노형동,부영2차,45.9078,7,2001,22.0,중개거래,35000,762.3976753405739
2023-07-16,2023,7,제주시,삼도이동,수미안아파트,80.47,8,2019,4.0,중개거래,41000,509.50664844041256
2023-07-16,2023,7,제주시,이도이동,동인미노스빌,153.29,3,2002,21.0,중개거래,37200,242.67727836127602
2023-07-16,2023,7,서귀포시,동홍동,주공1,39.69,4,1988,35.0,중개거래,16700,420.7608969513732
2023-07-17,2023,7,제주시,외도일동,부영(2차),84.9873,1,2001,22.0,중개거래,42700,502.4280098320572
2023-07-17,2023,7,제주시,아라일동,미화,59.78,2,1993,30.0,중개거래,18000,301.1040481766477
2023-07-17,2023,7,서귀포시,서귀동,계림씨티빌,26.88,6,2011,12.0,직거래,8900,331.1011904761905
2023-07-17,2023,7,제주시,노형동,부영1차,80.6583,9,2001,22.0,중개거래,68500,849.2616382938892
2023-07-17,2023,7,제주시,노형동,부영3차,84.9508,2,2001,22.0,중개거래,60800,715.7083865013632
2023-07-18,2023,7,제주시,이호이동,성지휴캐슬,60.436,2,2017,6.0,중개거래,23800,393.80501687735784
2023-07-18,2023,7,제주시,일도이동,삼화,84.99,5,1992,31.0,중개거래,25000,294.15225320625956
2023-07-18,2023,7,서귀포시,서홍동,일호지오빌,84.8962,5,2007,16.0,직거래,28000,329.8145264452355
2023-07-18,2023,7,제주시,도남동,재영샤르빌,84.83,2,2011,12.0,직거래,35000,412.58988565366025
2023-07-18,2023,7,서귀포시,동홍동,네스트힐,84.75,7,2013,10.0,중개거래,27200,320.9439528023599
2023-07-18,2023,7,제주시,이호이동,성지휴캐슬,60.436,2,2017,6.0,중개거래,23800,393.80501687735784
2023-07-18,2023,7,서귀포시,표선면,표선해비치오션뷰아파트,79.36,1,2016,7.0,중개거래,30000,378.0241935483871
2023-07-18,2023,7,서귀포시,토평동,토평아이진4차,84.77,2,2017,6.0,중개거래,31000,365.6954111124219
2023-07-18,2023,7,제주시,도련이동,제주삼화사랑으로부영1차,84.3616,6,2013,10.0,중개거래,51000,604.5404544247621
2023-07-18,2023,7,서귀포시,강정동,서귀포강정지구3블럭중흥에스-클래스,84.9297,11,2016,7.0,직거래,53000,624.0455341299922
2023-07-19,2023,7,제주시,건입동,흥남한아름,79.0877,2,2003,20.0,중개거래,18000,227.59544151619025
2023-07-19,2023,7,제주시,이도이동,TS주상복합빌딩,82.26,9,2010,13.0,중개거래,30500,370.7755895939703
2023-07-19,2023,7,제주시,노형동,재영샤르빌,39.5816,7,2012,11.0,중개거래,14850,375.17432342300464
2023-07-19,2023,7,제주시,연동,제원1차,64.7,2,1978,45.0,직거래,50000,772.7975270479134
2023-07-19,2023,7,서귀포시,서귀동,Skyblue천지인,84.84,8,2013,10.0,직거래,19300,227.48703441772747
2023-07-19,2023,7,제주시,연동,연동아이진빌,23.37,3,2011,12.0,중개거래,6000,256.73940949935815
2023-07-19,2023,7,제주시,화북이동,부웅크리스탈6차아파트,81.92,5,2019,4.0,중개거래,30000,366.2109375
2023-07-20,2023,7,제주시,외도일동,비치나빌리지,84.97,5,2020,3.0,중개거래,25000,294.22148993762505
2023-07-20,2023,7,제주시,한림읍,제주한림코아루,78.993,6,2016,7.0,중개거래,29400,372.1848771410125
2023-07-20,2023,7,서귀포시,보목동,로얄하이츠맨션,35.28,1,1990,33.0,직거래,5700,161.56462585034012
2023-07-20,2023,7,제주시,화북이동,제주삼화사랑으로부영2차,84.3616,1,2013,10.0,중개거래,50500,598.6135872245193
2023-07-20,2023,7,제주시,노형동,부영3차,84.9508,7,2001,22.0,중개거래,69000,812.2348465229286
2023-07-20,2023,7,제주시,노형동,부영3차,84.9508,1,2001,22.0,중개거래,61000,718.0626904043281
2023-07-20,2023,7,서귀포시,서귀동,효림스카이,39.37,4,2007,16.0,직거래,5850,148.59029718059438
2023-07-20,2023,7,제주시,외도일동,미듬리드빌,82.76,4,2003,20.0,중개거래,23000,277.91203479942
2023-07-21,2023,7,제주시,월평동,제주첨단꿈에그린2단지아파트,101.8684,2,2017,6.0,중개거래,55000,539.9122789795462
2023-07-21,2023,7,서귀포시,안덕면,화순블루팰리스,73.9403,5,2017,6.0,중개거래,23300,315.1190893193563
2023-07-21,2023,7,서귀포시,동홍동,주공1,39.3,5,1988,35.0,중개거래,18000,458.01526717557255
2023-07-21,2023,7,서귀포시,대정읍,더그라벨아파트,57.13,6,2019,4.0,직거래,18500,323.8228601435323
2023-07-21,2023,7,서귀포시,동홍동,주공1,39.69,2,1988,35.0,중개거래,19000,478.71000251952637
2023-07-21,2023,7,제주시,외도일동,외도부영1차,39.84,6,2000,23.0,중개거래,17500,439.25702811244975
2023-07-21,2023,7,제주시,연동,연동뜨레모아,84.9044,14,2016,7.0,중개거래,68500,806.7897541234613
2023-07-21,2023,7,제주시,월평동,제주첨단꿈에그린2단지아파트,101.8684,2,2017,6.0,중개거래,55000,539.9122789795462
2023-07-22,2023,7,제주시,이도이동,이도동아,59.928,5,1996,27.0,중개거래,24750,412.99559471365643
2023-07-22,2023,7,제주시,노형동,현대아이파크,75.05,10,2001,22.0,중개거래,65000,866.089273817455
2023-07-22,2023,7,제주시,외도일동,부영(2차),84.9873,2,2001,22.0,중개거래,37300,438.88910460739424
2023-07-22,2023,7,제주시,이도이동,이도동아,59.928,5,1996,27.0,중개거래,24750,412.99559471365643
2023-07-22,2023,7,제주시,화북일동,화북주공4단지,49.5,2,1998,25.0,중개거래,25000,505.050505050505
2023-07-22,2023,7,서귀포시,동홍동,세기1(가나동),81.15,5,1990,33.0,직거래,17000,209.48860135551448
2023-07-22,2023,7,제주시,이도이동,성우,178.205,8,2008,15.0,중개거래,47500,266.54695435032687
2023-07-22,2023,7,제주시,연동,코스모스태홍누리안5차,84.6,7,2013,10.0,중개거래,43800,517.7304964539007
2023-07-22,2023,7,제주시,외도일동,부영(2차),84.9873,8,2001,22.0,중개거래,44000,517.7244129416983
2023-07-23,2023,7,제주시,애월읍,제주하귀휴먼시아1단지,84.97,5,2010,13.0,중개거래,45000,529.5986818877251
2023-07-24,2023,7,제주시,조천읍,함덕비치빌,73.42,3,2017,6.0,중개거래,24000,326.8864069735767
2023-07-24,2023,7,제주시,노형동,노형이-편한세상,163.416,13,2005,18.0,중개거래,139000,850.5899055172076
2023-07-24,2023,7,제주시,일도이동,일도삼주,59.97,4,1993,30.0,중개거래,32300,538.6026346506587
2023-07-24,2023,7,제주시,노형동,노형이-편한세상,163.416,13,2005,18.0,중개거래,139000,850.5899055172076
2023-07-24,2023,7,제주시,연동,연동태홍누리안3차,84.42,5,2009,14.0,중개거래,32000,379.0570954750059
2023-07-24,2023,7,서귀포시,서호동,HausD블루오션,84.9,1,2015,8.0,중개거래,41000,482.9210836277974
2023-07-25,2023,7,제주시,노형동,부영2차,45.9078,9,2001,22.0,중개거래,31500,686.1579078065165
2023-07-25,2023,7,제주시,도남동,백록,59.94,2,1994,29.0,중개거래,15500,258.5919252585919
2023-07-25,2023,7,제주시,외도일동,미소드림,84.85,4,2008,15.0,직거래,22000,259.2810842663524
2023-07-25,2023,7,제주시,삼도일동,대명꿈의고향,84.62,11,2003,20.0,중개거래,25000,295.43843063105646
2023-07-26,2023,7,서귀포시,토평동,"토평반석타운(가동,나동)",42.2624,2,2000,23.0,중개거래,8350,197.57514954190958
2023-07-26,2023,7,서귀포시,강정동,윙스스카이,15.86,8,2012,11.0,중개거래,4900,308.953341740227
2023-07-26,2023,7,제주시,화북이동,문화,81.6021,1,2001,22.0,중개거래,20000,245.091731707885
2023-07-26,2023,7,제주시,도남동,도남1차e-편한세상,103.488,10,2005,18.0,중개거래,61500,594.2717996289425
2023-07-26,2023,7,제주시,삼양이동,한라하이츠빌A동,54.54,4,2002,21.0,중개거래,16300,298.86321965529885
2023-07-26,2023,7,서귀포시,강정동,윙스스카이,15.86,6,2012,11.0,중개거래,4900,308.953341740227
2023-07-26,2023,7,제주시,봉개동,봉개뜨래별,84.42,2,2023,0.0,중개거래,49000,580.4311774461028
2023-07-26,2023,7,서귀포시,강정동,제주강정유승한내들퍼스트오션,101.9934,2,2017,6.0,중개거래,63000,617.687026807617
2023-07-26,2023,7,제주시,외도일동,대원상록수9차,84.04,8,2013,10.0,중개거래,27740,330.08091385054735
2023-07-27,2023,7,제주시,조천읍,천마에버하임오션,60.8926,4,2021,2.0,중개거래,27500,451.614810338202
2023-07-27,2023,7,제주시,노형동,부영3차,84.9508,1,2001,22.0,중개거래,56500,665.0908525876154
2023-07-27,2023,7,제주시,연동,남해오네뜨,32.39,10,2019,4.0,중개거래,19500,602.0376659462797
2023-07-27,2023,7,제주시,노형동,해오름,59.56,1,2001,22.0,중개거래,49000,822.6997985224983
2023-07-28,2023,7,제주시,연동,청목더웰연동,17.6127,6,2018,5.0,중개거래,8550,485.44516172988807
2023-07-28,2023,7,서귀포시,강정동,제주강정유승한내들퍼스트오션,84.991,9,2017,6.0,중개거래,54500,641.2443670506289
2023-07-28,2023,7,서귀포시,보목동,로얄하이츠맨션,35.28,5,1990,33.0,직거래,4700,133.21995464852608
2023-07-28,2023,7,제주시,월평동,제주첨단꿈에그린2단지아파트,84.7938,6,2017,6.0,중개거래,49000,577.872438786798
2023-07-28,2023,7,제주시,노형동,부영2차,45.9078,5,2001,22.0,중개거래,32600,710.1189776029346
2023-07-28,2023,7,서귀포시,대정읍,상모채움,86.99,7,2020,3.0,직거래,27100,311.5300609265433
2023-07-28,2023,7,서귀포시,중문동,중문남해오네뜨오션힐,84.89,4,2016,7.0,중개거래,35000,412.29826834727294
2023-07-29,2023,7,제주시,아라일동,아라원신,84.84,3,1992,31.0,중개거래,33000,388.96746817538894
2023-07-29,2023,7,서귀포시,강정동,서귀포강정지구3블럭중흥에스-클래스,84.9297,11,2016,7.0,중개거래,51000,600.4966460496152
2023-07-31,2023,7,제주시,아라일동,미화,76.28,7,1993,30.0,중개거래,25800,338.2275825904562
2023-07-31,2023,7,제주시,한림읍,한림오션캐슬아파트,84.919,7,2018,5.0,직거래,34000,400.38154005581794
2023-07-31,2023,7,서귀포시,서호동,HausD블루오션,84.94,13,2015,8.0,중개거래,55500,653.4024016953143
2023-07-31,2023,7,제주시,애월읍,혁승애월다움,84.115,4,2017,6.0,중개거래,21000,249.65820602746243
2023-08-01,2023,8,제주시,일도이동,아산프라자,84.85,4,2004,19.0,직거래,25400,299.3517972893341
2023-08-01,2023,8,서귀포시,남원읍,남원에덴아파트,40.0,3,1996,27.0,직거래,11300,282.5
2023-08-01,2023,8,제주시,연동,해월루,21.138,6,2012,11.0,직거래,6500,307.50307503075027
2023-08-01,2023,8,서귀포시,중문동,중문남해오네뜨오션힐,84.89,5,2016,7.0,중개거래,37800,445.28212981505476
2023-08-01,2023,8,제주시,애월읍,리움아파트,25.68,1,2018,5.0,중개거래,9300,362.14953271028037
2023-08-02,2023,8,제주시,일도이동,서해1,84.15,3,1984,39.0,중개거래,25000,297.08853238265
2023-08-02,2023,8,서귀포시,중문동,상지타운(A동),84.9675,5,2013,10.0,직거래,32600,383.6761114543796
2023-08-02,2023,8,제주시,이도이동,현원아트빌,77.37,10,2003,20.0,직거래,22000,284.347938477446
2023-08-02,2023,8,제주시,연동,남해오네뜨,32.39,8,2019,4.0,중개거래,19000,586.6008027168879
2023-08-02,2023,8,제주시,용담이동,가나,83.7,3,1992,31.0,중개거래,14000,167.26403823178015
2023-08-02,2023,8,제주시,화북일동,화북주공4단지,49.5,1,1998,25.0,중개거래,20300,410.1010101010101
2023-08-03,2023,8,제주시,삼양이동,제주삼화사랑으로부영5차,66.4409,7,2013,10.0,중개거래,42500,639.6662296868345
2023-08-03,2023,8,서귀포시,서호동,HausD블루오션,84.94,6,2015,8.0,중개거래,47500,559.218271721215
2023-08-03,2023,8,서귀포시,중문동,중문남해오네뜨오션힐,84.89,1,2016,7.0,중개거래,35700,420.5442337142184
2023-08-03,2023,8,서귀포시,법환동,스마트블루빌,20.655,7,2014,9.0,직거래,7000,338.9009924957637
2023-08-03,2023,8,제주시,노형동,부영3차,84.9508,9,2001,22.0,중개거래,65800,774.5659840754884
2023-08-03,2023,8,서귀포시,중문동,중문남해오네뜨오션힐,84.89,2,2016,7.0,중개거래,36400,428.79019908116385
2023-08-03,2023,8,서귀포시,중문동,중문남해오네뜨오션힐,84.89,5,2016,7.0,중개거래,38000,447.6381199198963
2023-08-03,2023,8,서귀포시,중문동,중문남해오네뜨오션힐,84.89,1,2016,7.0,중개거래,37500,441.7481446577924
2023-08-03,2023,8,서귀포시,강정동,제주강정유승한내들퍼스트오션,84.991,2,2017,6.0,중개거래,49500,582.4146086056171
2023-08-03,2023,8,서귀포시,서호동,HausD블루오션,84.94,9,2015,8.0,중개거래,47500,559.218271721215
2023-08-03,2023,8,서귀포시,강정동,서귀포강정지구3블럭중흥에스-클래스,84.9297,8,2016,7.0,중개거래,51000,600.4966460496152
2023-08-04,2023,8,제주시,연동,연동엘리시아3차,71.99,13,2013,10.0,직거래,33000,458.3969995832755
2023-08-04,2023,8,제주시,노형동,유나이티드,42.75,4,1984,39.0,직거래,17200,402.3391812865497
2023-08-04,2023,8,제주시,용담이동,헤르지아,84.8208,7,2012,11.0,중개거래,33500,394.9502952106087
2023-08-04,2023,8,제주시,월평동,제주첨단꿈에그린2단지아파트,101.8684,2,2017,6.0,중개거래,56500,554.637159315352
2023-08-04,2023,8,제주시,도련이동,제주삼화사랑으로부영1차,73.9049,3,2013,10.0,중개거래,44500,602.1251635547846
2023-08-04,2023,8,제주시,노형동,중흥에스클래스(미리내마을),149.8418,3,2006,17.0,중개거래,99000,660.6968149074557
2023-08-04,2023,8,제주시,연동,제주연동중흥S-클래스,74.4974,12,2020,3.0,직거래,39255,526.9311412210359
2023-08-04,2023,8,제주시,화북이동,제주삼화사랑으로부영2차,84.3616,5,2013,10.0,중개거래,50000,592.6867200242765
2023-08-05,2023,8,서귀포시,중문동,중문남해오네뜨오션힐,68.93,1,2016,7.0,중개거래,30000,435.2241404323226
2023-08-05,2023,8,제주시,연동,연동세기2차,59.98,2,1994,29.0,중개거래,17500,291.7639213071024
2023-08-05,2023,8,서귀포시,강정동,제주강정유승한내들퍼스트오션,84.991,8,2017,6.0,중개거래,63000,741.2549564071489
2023-08-05,2023,8,제주시,월평동,제주첨단꿈에그린2단지아파트,84.7938,2,2017,6.0,중개거래,48500,571.9757812481573
2023-08-05,2023,8,제주시,화북이동,제주삼화사랑으로부영2차,84.3616,8,2013,10.0,중개거래,56200,666.1798733072868
2023-08-05,2023,8,제주시,도남동,대원상록수,82.76,2,1993,30.0,중개거래,20000,241.6626389560174
2023-08-06,2023,8,제주시,도련일동,미듬하나로(도련),54.4124,2,2002,21.0,중개거래,15300,281.1859061537444
2023-08-07,2023,8,제주시,노형동,부영2차,45.9078,8,2001,22.0,중개거래,34500,751.5062799785657
2023-08-07,2023,8,서귀포시,강정동,스마트하이빌,27.115,8,2013,10.0,직거래,8150,300.57163931403284
2023-08-07,2023,8,제주시,노형동,중흥에스클래스(미리내마을),120.9434,8,2006,17.0,중개거래,95000,785.4913951484745
2023-08-07,2023,8,제주시,외도일동,외도부영1차,59.933,11,2000,23.0,중개거래,25300,422.1380541604792
2023-08-07,2023,8,제주시,월평동,제주첨단꿈에그린3단지아파트,84.7938,3,2018,5.0,중개거래,46800,551.9271456167786
2023-08-07,2023,8,제주시,삼도일동,목성아파트,82.8084,1,2012,11.0,중개거래,36000,434.7385047893692
2023-08-07,2023,8,제주시,연동,갤럭시타운,49.6,3,2012,11.0,중개거래,16700,336.69354838709677
2023-08-08,2023,8,제주시,용담이동,용연N타운,78.2768,5,2003,20.0,중개거래,23000,293.8290783476075
2023-08-08,2023,8,제주시,도련일동,제주삼화사랑으로부영7차,84.9933,5,2015,8.0,중개거래,57500,676.5239142379457
2023-08-08,2023,8,제주시,삼도일동,동서드림,68.9,8,2002,21.0,중개거래,17300,251.088534107402
2023-08-08,2023,8,서귀포시,동홍동,동홍동센트레빌,59.8882,1,2021,2.0,중개거래,33300,556.0360805634499
2023-08-08,2023,8,제주시,외도일동,외도부영1차,49.896,8,2000,23.0,중개거래,24000,481.000481000481
2023-08-08,2023,8,서귀포시,동홍동,제이원타워,15.2,5,2015,8.0,중개거래,5450,358.5526315789474
2023-08-08,2023,8,제주시,화북이동,제주삼화사랑으로부영2차,84.3616,12,2013,10.0,직거래,53000,628.2479232257331
2023-08-08,2023,8,제주시,연동,도령해든빌,22.4893,8,2011,12.0,중개거래,8000,355.7247224235525
2023-08-08,2023,8,제주시,연동,제주연동중흥S-클래스,38.9956,10,2020,3.0,직거래,23800,610.325267466073
2023-08-08,2023,8,서귀포시,서홍동,서강파인힐6차,84.97,7,2020,3.0,중개거래,41200,484.87701541720605
2023-08-09,2023,8,제주시,노형동,부영5차,84.9508,4,2001,22.0,중개거래,64000,753.3772489488033
2023-08-09,2023,8,제주시,애월읍,제주하귀휴먼시아2단지,84.84,1,2010,13.0,직거래,43850,516.8552569542668
2023-08-09,2023,8,서귀포시,중문동,중문남해오네뜨오션힐,84.89,4,2016,7.0,중개거래,36000,424.0782188714807
2023-08-09,2023,8,서귀포시,서호동,HausD블루오션,84.94,10,2015,8.0,중개거래,46000,541.5587473510714
2023-08-09,2023,8,제주시,이도일동,대명꿈의고향,84.25,5,2004,19.0,중개거래,25500,302.6706231454006
2023-08-09,2023,8,제주시,용담일동,서원그린빌,84.75,7,2004,19.0,중개거래,26500,312.68436578171094
2023-08-10,2023,8,제주시,구좌읍,나이스6차,79.694,4,2017,6.0,중개거래,24700,309.93550330012295
2023-08-10,2023,8,서귀포시,동홍동,동홍동코아루,60.9375,8,2013,10.0,중개거래,29700,487.38461538461536
2023-08-10,2023,8,제주시,이호이동,대일,83.91,2,1992,31.0,중개거래,17500,208.5567870337266
2023-08-10,2023,8,제주시,노형동,부영1차,80.6583,5,2001,22.0,중개거래,69500,861.6596184149679
2023-08-10,2023,8,제주시,노형동,노형뜨란채,75.65,10,2006,17.0,중개거래,57000,753.4699272967614
2023-08-11,2023,8,제주시,노형동,중흥에스클래스,59.957,6,2002,21.0,중개거래,51700,862.2846373234152
2023-08-11,2023,8,제주시,노형동,세기3차,65.87,2,1994,29.0,중개거래,23000,349.1726127220282
2023-08-11,2023,8,서귀포시,동홍동,가나노블휘닉스,83.3861,3,2011,12.0,중개거래,24800,297.4116789249048
2023-08-11,2023,8,제주시,월평동,제주첨단꿈에그린2단지아파트,84.7938,4,2017,6.0,중개거래,50000,589.6657538640796
2023-08-11,2023,8,서귀포시,대정읍,아이진베라뷰대정,83.23,7,2017,6.0,직거래,32000,384.4767511714526
2023-08-12,2023,8,제주시,연동,동서연동타워,36.2,10,2005,18.0,중개거래,13400,370.16574585635357
2023-08-12,2023,8,제주시,외도일동,외도부영1차,49.896,2,2000,23.0,중개거래,20500,410.8545775212442
2023-08-13,2023,8,제주시,이도이동,길용파크빌라트,92.73,5,2003,20.0,중개거래,27000,291.1679068262698
2023-08-13,2023,8,제주시,노형동,경진아트빌,18.5225,8,2011,12.0,중개거래,5900,318.5315157241193
2023-08-14,2023,8,서귀포시,표선면,다움채,79.6343,3,2017,6.0,중개거래,29500,370.44338934353664
2023-08-14,2023,8,제주시,노형동,인텔리젼트한빛,84.615,9,2004,19.0,중개거래,36000,425.45647934763343
2023-08-14,2023,8,제주시,월평동,제주첨단꿈에그린2단지아파트,84.7938,4,2017,6.0,중개거래,49000,577.872438786798
2023-08-14,2023,8,제주시,애월읍,제주하귀휴먼시아1단지,84.97,4,2010,13.0,중개거래,40500,476.63881369895256
2023-08-14,2023,8,제주시,일도이동,대유대림아파트,84.945,3,1997,26.0,중개거래,52500,618.0469715698393
2023-08-14,2023,8,서귀포시,서호동,HausD블루오션,84.94,11,2015,8.0,직거래,47500,559.218271721215
2023-08-14,2023,8,제주시,외도일동,부영(2차),84.9873,10,2001,22.0,중개거래,39500,464.7753252544792
2023-08-14,2023,8,제주시,아라일동,아라스위첸,133.2801,5,2012,11.0,중개거래,100500,754.0510548836622
2023-08-14,2023,8,제주시,삼양일동,삼양토성,84.12,4,2000,23.0,직거래,16000,190.20446980504042
2023-08-14,2023,8,제주시,화북이동,제주삼화사랑으로부영2차,84.8953,4,2013,10.0,직거래,50500,594.8503627409291
2023-08-14,2023,8,제주시,삼도일동,삼도이레빌2차,42.87,3,2012,11.0,중개거래,16100,375.55400046652676
2023-08-14,2023,8,서귀포시,안덕면,서귀포화순코아루푸르나임,78.9743,2,2017,6.0,중개거래,23800,301.3638614080783
2023-08-14,2023,8,서귀포시,동홍동,제이원타워,15.2,7,2015,8.0,중개거래,5750,378.2894736842105
2023-08-15,2023,8,제주시,노형동,중흥에스클래스,59.957,5,2003,20.0,중개거래,51500,858.948913387928
2023-08-15,2023,8,제주시,노형동,부영2차,45.9078,7,2001,22.0,중개거래,31000,675.2665124445083
2023-08-15,2023,8,제주시,월평동,제주첨단꿈에그린2단지아파트,84.7938,6,2017,6.0,중개거래,50000,589.6657538640796
2023-08-15,2023,8,제주시,노형동,부영3차,84.9508,1,2001,22.0,중개거래,59500,700.4054111320905
2023-08-15,2023,8,서귀포시,강정동,윙스스카이,15.86,4,2012,11.0,중개거래,4700,296.34300126103403
2023-08-15,2023,8,제주시,외도일동,일우한란,75.21,1,1993,30.0,중개거래,17700,235.3410450737934
2023-08-16,2023,8,서귀포시,안덕면,엘림피렌체3차,84.82,5,2017,6.0,직거래,31000,365.47983966045746
2023-08-16,2023,8,제주시,삼도일동,서사라세일,75.09,1,1991,32.0,직거래,9000,119.85617259288853
2023-08-16,2023,8,서귀포시,안덕면,화순블루팰리스,73.9403,3,2017,6.0,중개거래,21700,293.4800102244649
2023-08-16,2023,8,서귀포시,강정동,제주강정유승한내들퍼스트오션,84.991,4,2017,6.0,중개거래,52000,611.829487828123
2023-08-16,2023,8,제주시,연동,대림이편한세상1차,75.014,9,2001,22.0,중개거래,68000,906.4974538086225
2023-08-16,2023,8,제주시,일도이동,일도수선화,49.06,5,1993,30.0,중개거래,17750,361.80187525479005
2023-08-16,2023,8,서귀포시,동홍동,제이원클래시움,84.3313,5,2020,3.0,중개거래,32100,380.64158859166173
2023-08-16,2023,8,서귀포시,중문동,중문푸른마을,59.97,5,2003,20.0,중개거래,25000,416.8751042187761
2023-08-16,2023,8,서귀포시,서호동,HausD블루오션,84.94,4,2015,8.0,중개거래,44000,518.0127148575465
2023-08-16,2023,8,서귀포시,서홍동,예가플러스,84.68,5,2023,0.0,직거래,37000,436.9390647142182
2023-08-16,2023,8,제주시,삼양이동,동명,84.878,4,1991,32.0,중개거래,24400,287.47142958128137
2023-08-16,2023,8,제주시,노형동,서부파크빌,84.96,1,2004,19.0,중개거래,27400,322.50470809792847
2023-08-16,2023,8,제주시,일도이동,지산20차인화위더스빌,35.04,8,2013,10.0,직거래,9400,268.2648401826484
2023-08-16,2023,8,제주시,외도일동,외도부영1차,49.896,6,2000,23.0,중개거래,20500,410.8545775212442
2023-08-16,2023,8,서귀포시,서귀동,아델리스,68.515,7,2022,1.0,중개거래,30900,450.99613223381743
2023-08-16,2023,8,서귀포시,중문동,중문푸른마을,59.97,5,2003,20.0,중개거래,25000,416.8751042187761
2023-08-17,2023,8,제주시,외도일동,외도부영1차,59.933,11,2000,23.0,중개거래,26700,445.4974721772646
2023-08-17,2023,8,제주시,조천읍,광명샤인빌,84.5989,2,2006,17.0,중개거래,34000,401.8964785594139
