날짜,년,월,도시,행정구역,단지명,전용면적_㎡,층,건축년도,경과년수,거래유형,거래금액_만원,만원_per_㎡
2024-01-31,2024,1,서귀포시,서홍동,형남3차,83.9028,4,2011,13.0,중개거래,33100,394.50411666833526
2024-01-31,2024,1,제주시,삼양이동,제주삼화사랑으로부영5차,84.3616,6,2013,11.0,중개거래,59900,710.0386905890832
2024-01-31,2024,1,제주시,화북일동,화북베스트빌,84.97,2,2000,24.0,직거래,23500,276.56820054136756
2024-02-01,2024,2,서귀포시,동홍동,주공4(동홍주공4),50.7,5,1994,30.0,중개거래,18000,355.0295857988165
2024-02-01,2024,2,제주시,화북이동,제주삼화엘에이치2단지,84.95,12,2014,10.0,중개거래,60000,706.2978222483814
2024-02-01,2024,2,제주시,오라이동,헤르지아,83.28,4,2015,9.0,중개거래,41000,492.31508165225745
2024-02-01,2024,2,서귀포시,중문동,엘로이빌2,78.35,6,2015,9.0,중개거래,23500,299.93618379068283
2024-02-01,2024,2,제주시,도두일동,블루파크시티,21.2369,5,2018,6.0,중개거래,12700,598.0157179249326
2024-02-01,2024,2,서귀포시,동홍동,덕산캐슬,84.9457,6,2008,16.0,직거래,23000,270.7612039220349
2024-02-01,2024,2,제주시,구좌읍,이루안아파트,84.44,4,2016,8.0,직거래,26500,313.8323069635244
2024-02-01,2024,2,서귀포시,강정동,제주강정유승한내들퍼스트오션,84.991,5,2017,7.0,중개거래,50000,588.2975844501183
2024-02-01,2024,2,서귀포시,강정동,서귀포강정지구3블럭중흥에스-클래스,84.9297,6,2016,8.0,중개거래,50000,588.7222020094266
2024-02-01,2024,2,서귀포시,서호동,HausD블루오션,84.94,13,2015,9.0,중개거래,56600,666.352719566753
2024-02-01,2024,2,서귀포시,대정읍,흥도빌라트,78.53,4,2000,24.0,중개거래,10500,133.7068636189991
2024-02-01,2024,2,서귀포시,안덕면,화순블루팰리스,73.9403,2,2017,7.0,중개거래,21500,290.77512533760347
2024-02-01,2024,2,서귀포시,동홍동,동호아트리움,84.9626,7,2019,5.0,중개거래,41300,486.0962352847018
2024-02-02,2024,2,제주시,도련일동,제주삼화사랑으로부영7차,84.9933,2,2015,9.0,중개거래,56000,658.8754643013037
2024-02-02,2024,2,제주시,이도이동,이도동아,59.928,6,1996,28.0,직거래,26000,433.853958083033
2024-02-02,2024,2,제주시,한림읍,한림대성유니크,78.32,7,2016,8.0,중개거래,22500,287.2829417773238
2024-02-02,2024,2,제주시,외도일동,해밀마루,47.71,6,2019,5.0,중개거래,20000,419.1993292810731
2024-02-02,2024,2,제주시,일도이동,혜성대유,59.82,6,1995,29.0,중개거래,31000,518.2213306586426
2024-02-02,2024,2,서귀포시,서귀동,효림스카이,25.218,4,2007,17.0,직거래,5000,198.2710762154017
2024-02-02,2024,2,제주시,도남동,수선화(70)1차,53.89,2,1992,32.0,직거래,24400,452.7741696047504
2024-02-02,2024,2,제주시,도남동,수선화(70)1차,53.89,5,1992,32.0,중개거래,20000,371.12636852848397
2024-02-02,2024,2,제주시,일도이동,일도삼주,59.97,6,1993,31.0,직거래,24000,400.200100050025
2024-02-02,2024,2,서귀포시,동홍동,일호2차,114.1,3,1998,26.0,직거래,25000,219.10604732690624
2024-02-03,2024,2,서귀포시,강정동,제주강정유승한내들퍼스트오션,84.991,12,2017,7.0,중개거래,62000,729.4890047181466
2024-02-03,2024,2,제주시,노형동,중흥에스클래스,59.957,3,2003,21.0,중개거래,53000,883.9668429040812
2024-02-03,2024,2,제주시,노형동,부영3차,84.9508,10,2001,23.0,중개거래,68500,806.3490867655161
2024-02-03,2024,2,제주시,화북이동,화북세원멤버스,83.6259,5,2023,1.0,중개거래,41600,497.453540111377
2024-02-03,2024,2,제주시,외도일동,외도부영1차,59.933,4,2000,24.0,중개거래,30000,500.5589575025445
2024-02-03,2024,2,제주시,일도이동,일도남양,82.33,1,1992,32.0,중개거래,19300,234.42244625288473
2024-02-03,2024,2,제주시,이도이동,주공1,40.32,5,1985,39.0,중개거래,47000,1165.6746031746031
2024-02-03,2024,2,제주시,이호이동,성지휴캐슬,82.581,5,2017,7.0,중개거래,30500,369.3343505164626
2024-02-03,2024,2,제주시,노형동,부영3차,84.9508,10,2001,23.0,중개거래,68500,806.3490867655161
2024-02-05,2024,2,제주시,연동,엘리시아,30.13,8,2013,11.0,직거래,7700,255.5592432791238
2024-02-05,2024,2,서귀포시,표선면,표선해비치오션뷰아파트,79.31,2,2016,8.0,중개거래,28500,359.34938847560204
2024-02-05,2024,2,제주시,화북일동,"화북주공2,3단지",59.93,4,1998,26.0,중개거래,31500,525.6132154179877
2024-02-05,2024,2,제주시,노형동,현대아이파크,84.98,14,2001,23.0,중개거래,65000,764.8858554954106
2024-02-05,2024,2,제주시,노형동,부영2차,45.9078,9,2001,23.0,중개거래,33000,718.8320938925411
2024-02-05,2024,2,제주시,삼도일동,대명꿈의고향,84.86,12,2003,21.0,중개거래,26000,306.3869903370257
2024-02-05,2024,2,서귀포시,동홍동,삼아,84.96,3,1991,33.0,중개거래,21700,255.41431261770248
2024-02-05,2024,2,제주시,외도일동,제웅1차솔내음빌리지,39.3,3,2011,13.0,중개거래,9500,241.73027989821884
2024-02-06,2024,2,서귀포시,동홍동,동홍동코아루,60.9375,7,2013,11.0,중개거래,26500,434.87179487179486
2024-02-06,2024,2,제주시,삼양이동,동명,84.878,2,1991,33.0,중개거래,23500,276.86797521148003
2024-02-06,2024,2,제주시,조천읍,신촌다정타운,47.0171,3,2002,22.0,직거래,8900,189.2928317569565
2024-02-06,2024,2,제주시,조천읍,쉬젠비아채,84.8055,1,2017,7.0,직거래,27000,318.37557705573346
2024-02-06,2024,2,서귀포시,강정동,윙스스카이,25.78,2,2012,12.0,직거래,6300,244.3754848719938
2024-02-06,2024,2,서귀포시,대정읍,상모채움,86.99,7,2020,4.0,중개거래,26000,298.88492930221867
2024-02-06,2024,2,서귀포시,동홍동,동홍동예그린하우스텔4차,31.2994,6,2016,8.0,중개거래,9400,300.3252458513582
2024-02-06,2024,2,제주시,조천읍,쉬젠비아채,84.8055,1,2017,7.0,직거래,27000,318.37557705573346
2024-02-06,2024,2,서귀포시,중문동,e편한세상중문,79.004,4,2021,3.0,중개거래,42000,531.6186522201407
2024-02-06,2024,2,서귀포시,중문동,중문푸른마을,51.88,1,2003,21.0,중개거래,21000,404.78026214340787
2024-02-06,2024,2,제주시,애월읍,제주하귀휴먼시아1단지,84.72,2,2010,14.0,중개거래,43000,507.55429650613786
2024-02-06,2024,2,제주시,연동,남해오네뜨,32.39,8,2019,5.0,중개거래,19500,602.0376659462797
2024-02-07,2024,2,제주시,도련일동,제주삼화사랑으로부영7차,84.9933,8,2015,9.0,중개거래,59500,700.0551808201352
2024-02-07,2024,2,제주시,이도이동,부양장미2차,59.4,4,1995,29.0,중개거래,19500,328.2828282828283
2024-02-07,2024,2,제주시,노형동,부영2차,45.9078,3,2001,23.0,중개거래,29500,642.5923263584838
2024-02-07,2024,2,제주시,연동,미도스카이빌,28.62,10,2012,12.0,중개거래,6700,234.10202655485674
2024-02-07,2024,2,서귀포시,강정동,서귀포강정골드클래스,84.9789,10,2017,7.0,중개거래,47200,555.4319954718171
2024-02-08,2024,2,서귀포시,동홍동,동홍동센트레빌,59.8882,8,2021,3.0,중개거래,37000,617.8178672927221
2024-02-08,2024,2,서귀포시,동홍동,주공5차(동홍5차),39.79,4,1999,25.0,중개거래,15800,397.0846946468962
2024-02-08,2024,2,제주시,일도이동,미화맨션,71.22,1,1987,37.0,직거래,11000,154.45099691098005
2024-02-08,2024,2,제주시,삼양이동,제주삼화사랑으로부영5차,84.3616,2,2013,11.0,중개거래,51000,604.5404544247621
2024-02-08,2024,2,제주시,구좌읍,세화비치타운,39.8,4,2017,7.0,직거래,10700,268.84422110552765
2024-02-08,2024,2,제주시,오라이동,오라동벽강하이본타워4차,84.89,4,2017,7.0,중개거래,42500,500.6478972788314
2024-02-08,2024,2,제주시,연동,대림(103동),84.92,4,1991,33.0,중개거래,29000,341.497880357984
2024-02-09,2024,2,서귀포시,서귀동,계림파인파크,70.6,9,2012,12.0,중개거래,23000,325.7790368271955
2024-02-13,2024,2,서귀포시,동홍동,석정누리개발3차,84.31,4,2012,12.0,중개거래,23500,278.7332463527458
2024-02-13,2024,2,서귀포시,중문동,e편한세상중문,79.004,3,2021,3.0,중개거래,40000,506.3034783048959
2024-02-13,2024,2,제주시,연동,제주연동중흥S-클래스,38.9956,6,2020,4.0,직거래,28000,718.0297264306741
2024-02-13,2024,2,제주시,연동,장원훼밀리,84.18,12,2004,20.0,중개거래,31000,368.25849370396764
2024-02-13,2024,2,서귀포시,서홍동,광진빌2차A동,76.594,6,2012,12.0,직거래,22300,291.1455205368567
2024-02-13,2024,2,제주시,화북이동,화북세원멤버스,83.6259,4,2023,1.0,중개거래,40700,486.69132409935196
2024-02-13,2024,2,제주시,용담일동,덕진아파트(B동),84.85,3,2006,18.0,중개거래,29500,347.672362993518
2024-02-13,2024,2,제주시,삼도이동,수미안아파트,77.88,7,2019,5.0,중개거래,36000,462.2496147919877
2024-02-13,2024,2,서귀포시,서홍동,보성1,66.355,3,1990,34.0,직거래,9000,135.63408936779445
2024-02-13,2024,2,제주시,삼양이동,다연,81.359,2,2005,19.0,직거래,26800,329.40424538158044
2024-02-14,2024,2,제주시,연동,고정아파트,84.98,6,2016,8.0,중개거래,50000,588.3737349964697
2024-02-14,2024,2,제주시,삼도일동,삼성뜨래별,71.99,10,2016,8.0,중개거래,29000,402.8337269065148
2024-02-14,2024,2,서귀포시,서홍동,지오빌Ⅱ-2차,84.3708,8,2013,11.0,중개거래,36500,432.614127162478
2024-02-14,2024,2,제주시,이도이동,이도한일베라체,175.71,11,2011,13.0,중개거래,97000,552.0459848614194
2024-02-14,2024,2,제주시,외도일동,외도부영1차,49.896,10,2000,24.0,중개거래,22500,450.9379509379509
2024-02-14,2024,2,제주시,일도이동,그랑팰리스,84.81,5,2017,7.0,직거래,37000,436.2693078646386
2024-02-14,2024,2,서귀포시,중문동,중문남해오네뜨오션힐,84.89,2,2016,8.0,중개거래,33000,388.7383672988573
2024-02-14,2024,2,제주시,화북일동,화북주공4단지,59.93,6,1998,26.0,중개거래,35000,584.0146837977641
2024-02-14,2024,2,서귀포시,동홍동,주공5차(동홍5차),49.87,4,1999,25.0,중개거래,20300,407.0583517144576
2024-02-14,2024,2,서귀포시,서호동,제주서귀포혁신도시엘에이치1단지,59.98,12,2013,11.0,중개거래,34000,566.8556185395132
2024-02-15,2024,2,서귀포시,동홍동,동홍동센트레빌,59.8882,1,2021,3.0,직거래,31600,527.6498542283789
2024-02-15,2024,2,제주시,노형동,중흥에스클래스,84.9963,10,2003,21.0,중개거래,68000,800.0348250453254
2024-02-15,2024,2,제주시,노형동,부영2차,45.9078,4,2001,23.0,중개거래,32000,697.0493031685247
2024-02-15,2024,2,제주시,노형동,노형뜨란채,84.67,6,2006,18.0,중개거래,59000,696.822959725995
2024-02-15,2024,2,제주시,이도이동,메디치,25.48,10,2012,12.0,직거래,8000,313.9717425431711
2024-02-15,2024,2,제주시,외도일동,갤럭시타운,67.7146,2,2013,11.0,중개거래,23800,351.47516192962814
2024-02-15,2024,2,제주시,한림읍,회성푸르니5차,74.6913,1,2015,9.0,중개거래,24000,321.32256367207424
2024-02-15,2024,2,제주시,도두일동,도두네오하임B,83.34,9,2017,7.0,직거래,38000,455.9635229181665
2024-02-16,2024,2,제주시,연동,남해오네뜨,32.39,10,2019,5.0,중개거래,22500,694.6588453226304
2024-02-16,2024,2,제주시,외도일동,제웅스카이빌,82.77,9,2003,21.0,중개거래,25800,311.70714026821315
2024-02-16,2024,2,제주시,삼도이동,모다세인트빌,80.72,5,2020,4.0,중개거래,26500,328.29534192269574
2024-02-16,2024,2,제주시,외도일동,비치나빌리지,84.97,3,2020,4.0,중개거래,24000,282.45263034012004
2024-02-16,2024,2,제주시,이도이동,주공2차,46.74,5,1988,36.0,중개거래,48500,1037.6551133932392
2024-02-16,2024,2,제주시,삼도이동,모다세인트빌,80.72,5,2020,4.0,중개거래,26500,328.29534192269574
2024-02-16,2024,2,서귀포시,중문동,e편한세상중문,79.004,7,2021,3.0,직거래,49000,620.2217609234975
2024-02-16,2024,2,제주시,월평동,제주첨단꿈에그린2단지아파트,84.7938,2,2017,7.0,중개거래,48000,566.0791237095165
2024-02-18,2024,2,제주시,화북일동,화북주공4단지,49.5,2,1998,26.0,중개거래,26000,525.2525252525253
2024-02-18,2024,2,제주시,외도일동,핀크스,139.01,6,2007,17.0,중개거래,41000,294.94280986979356
2024-02-19,2024,2,서귀포시,중문동,e편한세상중문,84.9875,1,2021,3.0,중개거래,44700,525.9596999558759
2024-02-19,2024,2,제주시,외도일동,해밀마루,46.74,8,2019,5.0,중개거래,20000,427.89901583226356
2024-02-19,2024,2,서귀포시,동홍동,동홍동코아루,60.9375,6,2013,11.0,중개거래,26800,439.79487179487177
2024-02-19,2024,2,제주시,일도이동,서반,83.3498,3,2000,24.0,중개거래,22500,269.94665854027244
2024-02-19,2024,2,제주시,노형동,노형뜨란채,84.67,5,2006,18.0,중개거래,57000,673.2018424471478
2024-02-19,2024,2,서귀포시,성산읍,"진우파크빌(101,102동)",59.8944,5,2001,23.0,직거래,9500,158.61249131805312
2024-02-19,2024,2,제주시,노형동,노형뜨란채,84.67,5,2006,18.0,중개거래,57000,673.2018424471478
2024-02-19,2024,2,서귀포시,남원읍,남원에덴아파트,60.0,4,1996,28.0,중개거래,11800,196.66666666666666
2024-02-19,2024,2,서귀포시,성산읍,동명,56.29,2,1991,33.0,직거래,10000,177.65144785930005
2024-02-20,2024,2,제주시,애월읍,혁승애월다움,84.4265,6,2017,7.0,직거래,23000,272.4263116438559
2024-02-20,2024,2,제주시,이도이동,주공1,40.32,3,1985,39.0,중개거래,47200,1170.6349206349207
2024-02-20,2024,2,제주시,일도이동,일도2차신천지,59.98,4,1994,30.0,직거래,29000,483.4944981660554
2024-02-20,2024,2,서귀포시,강정동,제주강정유승한내들퍼스트오션,101.9733,5,2017,7.0,중개거래,68500,671.7444664436672
2024-02-20,2024,2,제주시,아라일동,미화,49.18,7,1993,31.0,직거래,15500,315.1687677917853
2024-02-20,2024,2,제주시,노형동,부영2차,45.9078,6,2001,23.0,중개거래,33000,718.8320938925411
2024-02-20,2024,2,제주시,도련일동,반석스위스타운,80.955,3,2002,22.0,중개거래,21400,264.34438885800756
2024-02-20,2024,2,제주시,연동,연동엘리시아3차,79.83,2,2013,11.0,직거래,38000,476.0115244895403
2024-02-21,2024,2,제주시,일도이동,일도우성2,99.35,2,1995,29.0,중개거래,50000,503.2712632108707
2024-02-21,2024,2,서귀포시,표선면,표선반석타운,35.95,2,2000,24.0,직거래,9300,258.692628650904
2024-02-21,2024,2,서귀포시,동홍동,아이진B동,84.68,4,2007,17.0,직거래,27000,318.8474256022673
2024-02-21,2024,2,서귀포시,서귀동,유정빌,22.88,6,2013,11.0,중개거래,7100,310.31468531468533
2024-02-22,2024,2,서귀포시,서홍동,보성1,78.505,4,1990,34.0,직거래,8800,112.09477103369213
2024-02-22,2024,2,제주시,이도이동,지산16차위더스빌,84.88,5,2011,13.0,중개거래,48000,565.5042412818096
2024-02-22,2024,2,제주시,이도일동,이도네오하임,82.53,7,2017,7.0,중개거래,33000,399.85459832788075
2024-02-22,2024,2,제주시,노형동,부영5차,84.9508,3,2001,23.0,중개거래,64700,761.6173126091809
2024-02-22,2024,2,제주시,노형동,중흥에스클래스(미리내마을),120.9434,13,2006,18.0,중개거래,90000,744.1497427722389
2024-02-22,2024,2,제주시,오라이동,미듬아뜨리에,59.8575,7,2014,10.0,중개거래,23000,384.24591738712775
2024-02-22,2024,2,서귀포시,중문동,중문푸른마을,59.99,1,2003,21.0,중개거래,25500,425.0708451408568
2024-02-22,2024,2,서귀포시,동홍동,주공5차(동홍5차),49.87,2,1999,25.0,중개거래,20000,401.0427110487267
2024-02-23,2024,2,제주시,노형동,부영5차,84.9508,12,2001,23.0,중개거래,65000,765.1487684636284
2024-02-23,2024,2,제주시,도련일동,아르미아아파트,84.4362,6,2017,7.0,중개거래,37500,444.1223077305705
2024-02-23,2024,2,제주시,일도이동,일도우성1,59.44,2,1995,29.0,중개거래,32500,546.7698519515478
2024-02-23,2024,2,서귀포시,안덕면,화순블루팰리스,73.9403,3,2017,7.0,중개거래,22000,297.537337554757
2024-02-23,2024,2,서귀포시,동홍동,동홍동파밀리움,124.3887,4,2018,6.0,중개거래,48000,385.887142481592
2024-02-23,2024,2,제주시,외도일동,외도부영1차,59.933,4,2000,24.0,중개거래,26000,433.8177631688719
2024-02-23,2024,2,서귀포시,동홍동,동홍동파밀리움,124.3887,4,2018,6.0,중개거래,48000,385.887142481592
2024-02-24,2024,2,제주시,이도이동,영도갤럭시타운,34.7519,9,2017,7.0,중개거래,16600,477.6717244237006
2024-02-24,2024,2,서귀포시,남원읍,금강라이프빌4차,84.8306,1,2017,7.0,중개거래,26500,312.3872753463962
2024-02-24,2024,2,제주시,도남동,도남시영,44.28,1,1990,34.0,직거래,15050,339.8825654923216
2024-02-24,2024,2,서귀포시,남원읍,금강라이프빌4차,84.8306,1,2017,7.0,중개거래,26380,310.9726914580352
2024-02-24,2024,2,제주시,노형동,노형영진2차,54.64,1,1996,28.0,중개거래,14000,256.2225475841874
2024-02-25,2024,2,서귀포시,동홍동,대오,81.45,6,1998,26.0,중개거래,15500,190.30079803560466
2024-02-25,2024,2,제주시,애월읍,제주하귀휴먼시아2단지,84.85,2,2010,14.0,중개거래,45500,536.2404242781379
2024-02-25,2024,2,서귀포시,서홍동,오페라하우스,49.9626,4,2014,10.0,중개거래,15300,306.2290593363836
2024-02-25,2024,2,서귀포시,동홍동,동홍동센트레빌,59.8882,8,2021,3.0,중개거래,37500,626.1667573912724
2024-02-26,2024,2,제주시,노형동,노형영진1차,59.86,4,1995,29.0,중개거래,18800,314.06615436017375
2024-02-26,2024,2,제주시,외도일동,해밀마루,47.71,7,2019,5.0,중개거래,19500,408.7193460490463
2024-02-26,2024,2,서귀포시,서호동,HausD블루오션,84.9,9,2015,9.0,중개거래,50500,594.8174322732626
2024-02-26,2024,2,서귀포시,서호동,HausD블루오션,84.9,9,2015,9.0,중개거래,50500,594.8174322732626
2024-02-26,2024,2,서귀포시,서호동,HausD블루오션,84.9,10,2015,9.0,중개거래,55500,653.7102473498232
2024-02-26,2024,2,제주시,아라일동,미화,57.44,7,1993,31.0,중개거래,17500,304.6657381615599
2024-02-26,2024,2,제주시,노형동,노형뜨란채,84.67,8,2006,18.0,중개거래,59000,696.822959725995
2024-02-26,2024,2,제주시,화북이동,제주삼화엘에이치2단지,84.83,10,2014,10.0,중개거래,55000,648.355534598609
2024-02-26,2024,2,제주시,화북일동,뜨레향,84.62,2,2010,14.0,중개거래,25000,295.43843063105646
2024-02-26,2024,2,서귀포시,서홍동,서홍에이원시티빌,84.74,7,2016,8.0,중개거래,31500,371.7252773188577
2024-02-26,2024,2,제주시,연동,연동한일씨티파크,84.8573,18,2014,10.0,직거래,36000,424.2416386097602
2024-02-26,2024,2,제주시,연동,남해오네뜨,32.39,8,2019,5.0,중개거래,19500,602.0376659462797
2024-02-26,2024,2,제주시,노형동,부영2차,45.9078,9,2001,23.0,중개거래,34700,755.862838123369
2024-02-27,2024,2,서귀포시,중문동,e편한세상중문,84.9875,4,2021,3.0,중개거래,46000,541.2560670686865
2024-02-27,2024,2,제주시,연동,재형그랜드빌아트,80.185,4,2002,22.0,직거래,24000,299.3078505954979
2024-02-27,2024,2,제주시,건입동,현대,67.93,3,1993,31.0,직거래,26000,382.74694538495504
2024-02-27,2024,2,제주시,일도이동,일도신천지,59.97,4,1993,31.0,중개거래,32500,541.9376354844089
2024-02-27,2024,2,제주시,연동,제주연동중흥S-클래스,38.9956,6,2020,4.0,직거래,28000,718.0297264306741
2024-02-27,2024,2,제주시,도련일동,제주삼화사랑으로부영6차,84.3616,7,2013,11.0,중개거래,56500,669.7359936274324
2024-02-27,2024,2,서귀포시,서호동,HausD블루오션,84.9,1,2015,9.0,중개거래,41900,493.5217903415783
2024-02-28,2024,2,제주시,외도일동,블루배리,82.94,6,2008,16.0,중개거래,26500,319.5080781287678
2024-02-28,2024,2,제주시,연동,남해오네뜨,22.36,9,2019,5.0,직거래,13000,581.3953488372093
2024-02-28,2024,2,서귀포시,대정읍,아이진베라뷰대정,84.89,5,2017,7.0,중개거래,28000,329.8386146778183
2024-02-28,2024,2,서귀포시,중문동,민우중문,84.54,4,1993,31.0,중개거래,16700,197.5396262124438
2024-02-28,2024,2,제주시,노형동,노형뜨란채,84.67,4,2006,18.0,중개거래,54700,646.0375575764733
2024-02-28,2024,2,제주시,노형동,세기2차,71.37,5,1991,33.0,중개거래,16500,231.18957545187052
2024-02-28,2024,2,제주시,이도이동,극동오벨리스크,79.62,7,2004,20.0,직거래,22500,282.5923134890731
2024-02-29,2024,2,제주시,일도이동,일도우성1,59.44,4,1995,29.0,직거래,25000,420.59219380888294
2024-02-29,2024,2,서귀포시,표선면,세베스트아파트,84.6284,2,2019,5.0,중개거래,37500,443.1136592444144
2024-02-29,2024,2,제주시,외도일동,부영(2차),84.9873,4,2001,23.0,중개거래,41500,488.30825311546545
2024-02-29,2024,2,서귀포시,남원읍,금강라이프빌4차,84.7876,4,2017,7.0,직거래,22890,269.96872184140136
2024-02-29,2024,2,서귀포시,대정읍,상모채움,67.83,5,2020,4.0,중개거래,16200,238.83237505528527
2024-02-29,2024,2,제주시,연동,남해오네뜨,22.36,10,2019,5.0,직거래,14500,648.479427549195
2024-02-29,2024,2,서귀포시,서홍동,서강파인힐6차,84.045,6,2020,4.0,중개거래,41500,493.78309239098104
2024-02-29,2024,2,제주시,삼도이동,신우베스트빌,80.81,8,2001,23.0,중개거래,24500,303.1802994678876
2024-02-29,2024,2,제주시,삼양이동,제주삼화사랑으로부영5차,66.4409,3,2013,11.0,중개거래,43500,654.7171997971129
2024-02-29,2024,2,제주시,이도이동,영도갤럭시타운,22.3279,5,2017,7.0,중개거래,10800,483.69976576390974
2024-02-29,2024,2,서귀포시,동홍동,해피앙스,84.7459,6,2012,12.0,중개거래,28000,330.39946475286706
2024-02-29,2024,2,서귀포시,대정읍,아이진베라뷰대정,82.08,7,2017,7.0,중개거래,31500,383.7719298245614
2024-02-29,2024,2,제주시,화북일동,화북주공1단지,84.6,7,1998,26.0,중개거래,40000,472.8132387706856
2024-02-29,2024,2,제주시,노형동,대원상록수5차,84.9997,10,2005,19.0,직거래,30000,352.9424221497252
2024-03-01,2024,3,서귀포시,동홍동,동홍동코아루,84.9213,4,2013,11.0,중개거래,36500,429.8097179388445
2024-03-02,2024,3,제주시,용담이동,헤르지아,84.8208,9,2012,12.0,직거래,30800,363.11848037273876
2024-03-02,2024,3,제주시,화북일동,"화북주공2,3단지",59.93,6,1998,26.0,중개거래,33000,550.6424161521776
2024-03-02,2024,3,제주시,일도이동,미화맨션,74.12,1,1987,37.0,직거래,14000,188.8828926065839
2024-03-03,2024,3,제주시,노형동,노형2차아이파크,115.1601,3,2014,10.0,중개거래,110000,955.1919458215128
2024-03-04,2024,3,제주시,건입동,우일,84.78,5,1993,31.0,중개거래,21500,253.59754659117715
2024-03-04,2024,3,제주시,이도이동,아이린아파트6차,83.56,6,2019,5.0,중개거래,46500,556.4863571086644
2024-03-04,2024,3,서귀포시,동홍동,제이원타워,15.2,7,2015,9.0,중개거래,5000,328.94736842105266
2024-03-04,2024,3,제주시,연동,제원3차,70.39,5,1979,45.0,중개거래,37000,525.6428469953119
2024-03-04,2024,3,제주시,삼도일동,영남화이트빌(가동),182.28,3,2004,20.0,중개거래,33000,181.04015799868336
2024-03-04,2024,3,제주시,삼양이동,제주삼화사랑으로부영5차,84.3616,2,2013,11.0,중개거래,49500,586.7598528240337
2024-03-05,2024,3,제주시,외도일동,외도부영1차,49.896,8,2000,24.0,중개거래,23000,460.9587942921276
2024-03-05,2024,3,제주시,일도이동,혜성대유,59.82,5,1995,29.0,직거래,30000,501.5045135406219
2024-03-05,2024,3,제주시,노형동,부영2차,45.9078,7,2001,23.0,중개거래,33000,718.8320938925411
2024-03-05,2024,3,제주시,조천읍,광명샤인빌,59.2517,2,2006,18.0,중개거래,23300,393.23766237930727
2024-03-05,2024,3,제주시,노형동,대원상록수노형1차,84.14,5,1995,29.0,중개거래,21000,249.58402662229616
2024-03-05,2024,3,제주시,이호이동,이호재영샤르빌13차,84.89,7,2018,6.0,중개거래,34000,400.51831782306516
2024-03-05,2024,3,제주시,삼양일동,삼부장미(가동),72.09,5,1992,32.0,중개거래,13600,188.65307254820362
2024-03-05,2024,3,서귀포시,동홍동,주공5차(동홍5차),49.87,1,1999,25.0,중개거래,17900,358.9332263886104
2024-03-05,2024,3,서귀포시,동홍동,센트럴팰리스,18.44,8,2018,6.0,직거래,10000,542.2993492407809
2024-03-05,2024,3,제주시,이도이동,석정시티빌,19.55,7,2011,13.0,중개거래,6200,317.13554987212274
2024-03-06,2024,3,제주시,외도일동,해밀마루,46.74,6,2019,5.0,직거래,19000,406.5040650406504
2024-03-06,2024,3,제주시,삼양이동,삼화다온펠리스,83.5539,9,2019,5.0,중개거래,42000,502.6695342766765
2024-03-06,2024,3,서귀포시,동홍동,가나노블휘닉스,83.3861,5,2011,13.0,중개거래,26500,317.79876981895063
2024-03-06,2024,3,서귀포시,보목동,장안아파트101동102동,84.24,5,1992,32.0,중개거래,11000,130.57929724596391
2024-03-06,2024,3,제주시,일도이동,일도남양,82.33,3,1992,32.0,중개거래,18800,228.349325883639
2024-03-06,2024,3,서귀포시,안덕면,서귀포화순코아루푸르나임,84.9455,6,2017,7.0,중개거래,28000,329.62311128900296
2024-03-06,2024,3,제주시,일도이동,일도남양,82.33,3,1992,32.0,중개거래,18800,228.349325883639
2024-03-06,2024,3,서귀포시,강정동,제주강정유승한내들퍼스트오션,101.9934,6,2017,7.0,중개거래,71500,701.0257526467399
2024-03-06,2024,3,제주시,조천읍,대진유토피아빌리지(3차),66.15,6,2017,7.0,중개거래,15500,234.31594860166285
2024-03-06,2024,3,제주시,도남동,수선화(70)1차,53.89,3,1992,32.0,중개거래,22000,408.23900538133233
2024-03-06,2024,3,제주시,노형동,제동프린스빌,32.09,8,2003,21.0,중개거래,8100,252.41508258024305
2024-03-07,2024,3,제주시,노형동,노형뜨란채,84.75,2,2006,18.0,중개거래,56000,660.7669616519174
2024-03-07,2024,3,제주시,삼도이동,아이린5차,84.72,8,2018,6.0,중개거래,39800,469.78281397544856
2024-03-07,2024,3,제주시,용담이동,남양맨션,67.98,5,1989,35.0,직거래,9700,142.6890261841718
2024-03-07,2024,3,제주시,연동,시스빌,39.98,9,2004,20.0,직거래,10000,250.12506253126566
2024-03-08,2024,3,제주시,도남동,아산5차,84.91,1,1997,27.0,중개거래,20500,241.4321045813214
2024-03-08,2024,3,제주시,일도이동,일도우성1,59.44,1,1995,29.0,직거래,32000,538.3580080753701
2024-03-08,2024,3,제주시,일도이동,인제네오하임,84.95,5,2013,11.0,중개거래,34500,406.1212477928193
2024-03-08,2024,3,제주시,노형동,에코피아,124.79,6,2011,13.0,중개거래,53500,428.72025002003363
2024-03-08,2024,3,제주시,외도일동,아름지운아파트,69.8007,8,2016,8.0,직거래,25000,358.16259722323696
2024-03-08,2024,3,서귀포시,보목동,장안아파트101동102동,84.24,4,1992,32.0,직거래,12000,142.45014245014247
2024-03-09,2024,3,제주시,애월읍,하귀코아루오션뷰,84.9619,5,2018,6.0,중개거래,36500,429.6043285284345
2024-03-09,2024,3,서귀포시,대정읍,아이진베라뷰대정,84.51,1,2017,7.0,직거래,28000,331.32173707253577
2024-03-09,2024,3,제주시,노형동,중흥에스클래스,59.957,6,2003,21.0,중개거래,52800,880.6311189685941
