날짜,가격_만원
2023-08-28,37000
2023-08-28,25000
2023-08-28,44395
2023-08-28,44395
2023-08-28,35000
2023-08-28,45700
2023-08-29,16700
2023-08-29,25000
2023-08-29,23000
2023-08-29,7500
2023-08-29,34500
2023-08-29,13450
2023-08-29,27000
2023-08-29,31800
2023-08-29,54000
2023-08-29,25000
2023-08-29,32000
2023-08-30,7700
2023-08-30,14000
2023-08-30,34000
2023-08-30,58100
2023-08-30,14500
2023-08-31,65000
2023-08-31,53500
2023-08-31,42000
2023-08-31,12700
2023-08-31,20000
2023-08-31,35800
2023-08-31,27500
2023-08-31,48800
2023-08-31,34500
2023-08-31,22000
2023-08-31,50000
2023-09-01,79500
2023-09-01,23900
2023-09-01,16500
2023-09-01,16500
2023-09-01,82500
2023-09-01,57000
2023-09-01,8000
2023-09-02,24700
2023-09-02,24300
2023-09-02,36700
2023-09-02,49000
2023-09-02,41000
2023-09-03,27300
2023-09-03,31500
2023-09-03,31500
2023-09-04,27000
2023-09-04,4800
2023-09-04,25000
2023-09-04,53000
2023-09-04,33000
2023-09-05,23000
2023-09-05,17000
2023-09-05,26500
2023-09-05,43000
2023-09-05,16500
2023-09-05,17000
2023-09-05,12700
2023-09-05,67000
2023-09-05,30000
2023-09-06,7800
2023-09-06,26000
2023-09-06,26000
2023-09-06,49500
2023-09-06,53000
2023-09-06,52500
2023-09-06,102000
2023-09-06,9200
2023-09-06,15000
2023-09-06,7000
2023-09-06,36000
2023-09-06,13500
2023-09-07,13500
2023-09-07,17000
2023-09-07,18000
2023-09-07,33000
2023-09-08,46270
2023-09-08,39000
2023-09-08,50000
2023-09-08,31800
2023-09-08,40500
2023-09-08,14000
2023-09-08,42900
2023-09-09,23700
2023-09-09,23000
2023-09-09,50000
2023-09-09,54000
2023-09-09,30000
2023-09-09,29000
2023-09-09,19000
2023-09-09,50000
2023-09-10,19500
2023-09-10,27000
2023-09-10,44800
2023-09-10,34000
2023-09-11,28300
2023-09-11,57000
2023-09-11,25500
2023-09-11,25400
2023-09-11,17400
2023-09-11,45000
2023-09-11,19000
2023-09-11,102500
2023-09-11,18000
2023-09-11,26300
2023-09-11,54500
2023-09-12,55000
2023-09-12,13800
2023-09-12,18500
2023-09-12,57500
2023-09-12,5185
2023-09-12,15000
2023-09-12,27000
2023-09-13,34700
2023-09-13,10900
2023-09-13,15000
2023-09-13,28800
2023-09-13,50000
2023-09-14,28800
2023-09-14,18000
2023-09-14,10800
2023-09-14,21000
2023-09-14,20300
2023-09-14,45000
2023-09-14,14500
2023-09-14,45000
2023-09-15,120000
2023-09-15,21000
2023-09-15,45500
2023-09-15,30000
2023-09-15,29500
2023-09-15,6500
2023-09-15,26200
2023-09-15,47300
2023-09-15,23450
2023-09-15,6500
2023-09-16,47800
2023-09-16,70000
2023-09-16,76300
2023-09-16,27500
2023-09-16,72000
2023-09-16,50000
2023-09-16,22700
2023-09-18,18000
2023-09-18,39500
2023-09-18,35000
2023-09-19,32000
2023-09-19,34000
2023-09-19,33300
2023-09-19,5900
2023-09-19,45000
2023-09-19,34000
2023-09-19,32300
2023-09-20,27000
2023-09-20,53500
2023-09-20,36000
2023-09-20,10150
2023-09-20,10000
2023-09-20,15000
2023-09-20,59000
2023-09-21,59000
2023-09-21,19500
2023-09-21,33000
2023-09-21,20200
2023-09-21,23200
2023-09-21,18000
2023-09-21,54300
2023-09-21,43000
2023-09-21,31000
2023-09-21,48300
2023-09-22,35600
2023-09-22,20500
2023-09-22,51500
2023-09-22,114500
2023-09-22,33500
2023-09-22,29000
2023-09-22,43000
2023-09-23,72900
2023-09-23,21500
2023-09-23,34500
2023-09-23,29000
2023-09-24,24000
2023-09-24,30800
2023-09-24,59000
2023-09-24,6700
2023-09-25,57200
2023-09-25,21700
2023-09-25,13000
2023-09-25,14000
2023-09-25,31500
2023-09-25,31000
2023-09-25,90000
2023-09-26,19800
2023-09-26,72000
2023-09-26,24900
2023-09-26,17500
2023-09-26,45000
2023-09-26,17500
2023-09-27,55000
2023-09-27,36300
2023-09-27,44500
2023-09-30,23500
2023-09-30,27500
2023-09-30,44200
2023-09-30,23500
2023-10-02,107000
2023-10-02,44200
2023-10-02,30000
2023-10-04,49000
2023-10-04,28500
2023-10-04,30000
2023-10-04,49000
2023-10-04,10000
2023-10-05,21000
2023-10-05,9500
2023-10-05,28800
2023-10-05,53000
2023-10-05,27000
2023-10-05,30500
2023-10-05,61000
2023-10-05,36000
2023-10-05,9700
2023-10-06,77000
2023-10-06,53500
2023-10-07,28000
2023-10-07,48500
2023-10-07,42200
2023-10-07,24500
2023-10-07,26000
2023-10-07,26700
2023-10-08,39000
2023-10-08,24200
2023-10-08,32000
2023-10-08,26000
2023-10-08,21500
2023-10-09,33500
2023-10-09,30700
2023-10-09,34000
2023-10-09,48000
2023-10-09,38000
2023-10-09,56000
2023-10-10,29000
2023-10-10,21000
2023-10-10,9400
2023-10-10,10500
2023-10-10,73000
2023-10-10,27500
2023-10-10,8400
2023-10-10,22800
2023-10-10,22500
2023-10-10,31000
2023-10-10,17400
2023-10-11,68000
2023-10-11,23000
2023-10-11,59800
2023-10-11,8000
2023-10-11,36800
2023-10-11,52500
2023-10-11,42500
2023-10-11,5500
2023-10-12,9700
2023-10-12,36500
2023-10-12,38000
2023-10-12,38000
2023-10-12,16420
2023-10-12,6500
2023-10-12,38000
2023-10-12,20500
2023-10-12,15900
2023-10-12,27500
2023-10-12,43000
2023-10-12,24700
2023-10-13,36700
2023-10-13,23500
2023-10-13,56000
2023-10-13,50000
2023-10-13,21500
2023-10-13,19000
2023-10-13,41300
2023-10-13,64300
2023-10-13,34500
2023-10-14,45500
2023-10-14,39800
2023-10-14,57000
2023-10-14,35500
2023-10-14,25900
2023-10-14,38900
2023-10-14,39800
2023-10-14,57500
2023-10-14,49900
2023-10-14,23000
2023-10-14,41500
2023-10-14,30000
2023-10-14,29000
2023-10-15,35500
2023-10-16,15000
2023-10-16,27000
2023-10-16,50500
2023-10-16,11000
2023-10-16,43900
2023-10-16,48900
2023-10-16,35000
2023-10-16,18000
2023-10-16,33000
2023-10-16,14800
2023-10-16,22500
2023-10-16,22900
2023-10-17,5200
2023-10-17,51500
2023-10-17,10800
2023-10-17,24500
2023-10-17,11000
2023-10-17,27700
2023-10-17,51000
2023-10-17,40000
2023-10-17,27000
2023-10-17,38500
2023-10-17,38500
2023-10-18,23700
2023-10-18,12500
2023-10-18,34500
2023-10-18,21000
2023-10-19,15000
2023-10-19,51000
2023-10-19,34500
2023-10-19,29000
2023-10-19,27800
2023-10-19,20500
2023-10-20,45000
2023-10-20,59700
2023-10-20,62000
2023-10-20,31000
2023-10-20,51000
2023-10-20,38000
2023-10-21,39000
2023-10-21,32500
2023-10-21,56500
2023-10-21,47000
2023-10-21,53500
2023-10-21,27000
2023-10-21,33000
2023-10-21,29000
2023-10-23,36000
2023-10-23,53000
2023-10-23,36500
2023-10-23,41000
2023-10-23,47500
2023-10-23,17500
2023-10-23,24000
2023-10-23,38000
2023-10-24,34750
2023-10-24,57000
2023-10-24,59800
2023-10-24,8200
2023-10-24,14900
2023-10-24,33500
2023-10-25,27900
2023-10-25,105000
2023-10-25,87000
2023-10-25,32500
2023-10-25,12000
2023-10-25,26800
2023-10-25,42500
2023-10-26,50500
2023-10-26,24500
2023-10-26,74750
2023-10-26,27200
2023-10-26,18000
2023-10-26,30700
2023-10-27,43400
2023-10-27,50000
2023-10-27,40000
2023-10-27,37000
2023-10-27,44400
2023-10-27,50500
2023-10-27,58500
2023-10-27,27000
2023-10-27,27000
2023-10-28,21600
2023-10-28,14900
2023-10-28,34700
2023-10-28,25500
2023-10-29,8300
2023-10-30,18850
2023-10-30,20152
2023-10-30,16000
2023-10-30,26000
2023-10-30,23700
2023-10-30,22800
2023-10-30,37500
2023-10-30,28400
2023-10-30,27400
2023-10-30,16500
2023-10-30,47400
2023-10-31,16200
2023-10-31,9300
2023-10-31,8000
2023-10-31,11900
2023-10-31,4000
2023-10-31,41200
2023-10-31,40000
2023-10-31,49000
2023-10-31,10500
2023-10-31,42000
2023-10-31,38900
2023-10-31,47000
2023-10-31,23000
2023-11-01,10300
2023-11-01,33000
2023-11-01,54500
2023-11-01,54500
2023-11-01,12000
2023-11-01,83000
2023-11-01,20700
2023-11-01,10700
2023-11-01,28000
2023-11-02,51300
2023-11-02,53181
2023-11-02,23000
2023-11-02,29500
2023-11-02,8100
2023-11-02,24500
2023-11-02,18800
2023-11-02,39000
2023-11-02,55000
2023-11-02,55000
2023-11-02,41500
2023-11-02,50376
2023-11-02,9350
2023-11-03,48300
2023-11-03,27700
2023-11-03,50500
2023-11-03,14700
2023-11-03,6200
2023-11-03,60000
2023-11-03,9700
2023-11-04,10000
2023-11-04,11000
2023-11-04,37000
2023-11-04,59970
2023-11-04,26700
2023-11-05,16000
2023-11-05,25000
2023-11-06,27000
2023-11-06,24000
2023-11-06,50400
2023-11-06,15500
2023-11-06,13000
2023-11-06,28900
2023-11-06,27500
2023-11-06,28750
2023-11-06,19000
2023-11-07,30000
2023-11-07,19500
2023-11-07,11800
2023-11-07,31000
2023-11-07,26000
2023-11-07,52000
2023-11-07,59800
2023-11-07,37000
2023-11-07,10300
2023-11-07,38000
2023-11-07,38000
2023-11-07,70000
2023-11-08,83500
2023-11-08,16000
2023-11-08,22900
2023-11-08,15000
2023-11-08,31500
2023-11-08,27000
2023-11-08,27000
2023-11-09,8500
2023-11-09,17000
2023-11-09,8000
2023-11-09,41800
2023-11-09,42500
2023-11-09,11000
2023-11-09,18500
2023-11-09,18300
2023-11-09,33500
2023-11-09,35000
2023-11-10,17200
2023-11-10,78000
2023-11-10,17000
2023-11-10,34000
2023-11-10,19000
2023-11-10,24500
2023-11-10,10000
2023-11-10,34000
2023-11-10,30500
2023-11-10,49500
2023-11-11,24300
2023-11-11,47000
2023-11-12,52000
2023-11-12,51500
2023-11-12,17000
2023-11-13,10400
2023-11-13,63000
2023-11-13,43400
2023-11-13,34000
2023-11-13,11000
2023-11-13,76900
2023-11-13,14000
2023-11-14,40800
2023-11-14,26000
2023-11-14,24000
2023-11-15,12000
2023-11-15,21000
2023-11-15,45000
2023-11-15,46300
2023-11-15,29200
2023-11-15,10300
2023-11-15,16200
2023-11-15,16700
2023-11-15,7000
2023-11-15,10700
2023-11-15,46000
2023-11-16,43000
2023-11-16,20000
2023-11-16,25000
2023-11-16,8500
2023-11-16,9000
2023-11-16,76500
2023-11-16,35000
2023-11-17,33000
2023-11-17,23000
2023-11-17,31500
2023-11-17,18300
2023-11-17,26900
2023-11-17,74000
2023-11-17,26800
2023-11-17,26800
2023-11-17,21800
2023-11-18,18900
2023-11-18,25500
2023-11-18,26000
2023-11-18,50000
2023-11-18,15500
2023-11-18,36000
2023-11-19,65000
2023-11-20,33300
2023-11-20,17350
2023-11-20,29700
2023-11-20,30000
2023-11-20,17000
2023-11-20,48000
2023-11-21,6500
2023-11-21,51000
2023-11-21,9000
2023-11-21,9700
2023-11-21,6700
2023-11-22,50000
2023-11-22,9500
2023-11-22,14700
2023-11-22,29500
2023-11-22,21500
2023-11-22,23500
2023-11-22,10300
2023-11-23,20000
2023-11-23,34000
2023-11-23,34000
2023-11-23,26000
2023-11-23,34500
2023-11-23,22000
2023-11-24,41500
2023-11-24,33500
2023-11-24,28500
2023-11-24,11000
2023-11-24,22000
2023-11-24,18500
2023-11-24,38000
2023-11-25,71000
2023-11-25,16000
2023-11-25,17500
2023-11-26,13850
2023-11-27,21400
2023-11-27,28500
2023-11-27,12000
2023-11-27,37000
2023-11-27,59900
2023-11-27,26500
2023-11-27,29500
2023-11-27,36900
2023-11-28,13300
2023-11-28,7600
2023-11-28,12200
2023-11-28,43500
2023-11-28,40000
2023-11-28,34000
2023-11-28,6800
2023-11-28,7600
2023-11-28,37700
2023-11-28,13300
2023-11-28,55000
2023-11-28,52072
2023-11-28,36250
2023-11-28,13300
2023-11-28,13300
2023-11-28,13300
2023-11-28,13300
2023-11-28,13300
2023-11-29,32000
2023-11-29,30000
2023-11-29,30000
2023-11-29,50500
2023-11-29,6800
2023-11-29,22000
2023-11-29,21300
2023-11-29,45500
2023-11-29,44000
2023-11-29,22000
2023-11-29,68000
2023-11-29,21300
2023-11-30,31300
2023-11-30,44000
2023-11-30,17700
2023-11-30,20500
2023-12-01,18900
2023-12-01,43000
2023-12-01,27000
2023-12-01,51000
2023-12-01,40500
2023-12-01,46500
2023-12-01,12500
2023-12-02,31900
2023-12-02,5700
2023-12-02,38900
2023-12-02,37500
2023-12-02,35500
2023-12-02,38000
2023-12-02,31000
2023-12-03,18800
2023-12-03,36800
2023-12-03,50000
2023-12-03,22000
2023-12-04,51000
2023-12-04,19500
2023-12-04,16800
2023-12-04,51000
2023-12-04,36700
2023-12-04,12000
2023-12-04,20000
2023-12-04,16400
2023-12-04,25000
2023-12-04,28300
2023-12-04,69000
2023-12-05,27000
2023-12-05,11500
2023-12-05,21000
2023-12-05,26400
2023-12-05,39000
2023-12-05,30000
2023-12-06,21400
2023-12-06,44000
2023-12-06,31000
2023-12-06,27500
2023-12-06,36250
2023-12-07,23200
2023-12-07,19000
2023-12-07,14700
2023-12-07,30000
2023-12-07,53500
2023-12-07,42000
2023-12-07,9750
2023-12-07,31000
2023-12-08,11500
2023-12-08,33500
2023-12-08,11000
2023-12-08,26000
2023-12-08,33000
2023-12-08,67000
2023-12-08,56500
2023-12-08,15000
2023-12-08,45000
2023-12-08,56500
2023-12-08,65300
2023-12-10,26000
2023-12-10,26000
2023-12-10,32000
2023-12-11,26000
2023-12-11,42000
2023-12-11,19985
2023-12-11,27000
2023-12-11,8000
2023-12-11,29500
2023-12-11,15200
2023-12-11,17000
2023-12-12,31000
2023-12-12,49000
2023-12-12,50500
2023-12-12,10423
2023-12-12,30500
2023-12-12,27700
2023-12-12,5100
2023-12-12,23500
2023-12-12,20000
2023-12-12,5100
2023-12-12,33400
2023-12-13,65000
2023-12-13,73500
2023-12-13,49300
2023-12-13,15300
2023-12-13,37000
2023-12-13,56000
2023-12-13,26500
2023-12-14,8100
2023-12-14,28000
2023-12-14,17600
2023-12-14,39700
2023-12-14,78000
2023-12-14,30500
2023-12-14,51000
2023-12-15,70000
2023-12-15,21000
2023-12-15,43900
2023-12-15,38000
2023-12-15,26500
2023-12-15,13000
2023-12-15,25500
2023-12-15,48000
2023-12-15,42000
2023-12-15,28000
2023-12-16,50000
2023-12-16,23700
2023-12-16,19000
2023-12-16,23850
2023-12-16,52000
2023-12-17,27800
2023-12-17,26000
2023-12-18,32500
2023-12-18,50000
2023-12-18,47000
2023-12-18,19500
2023-12-18,30500
2023-12-18,21900
2023-12-19,49700
2023-12-19,8400
2023-12-19,8000
2023-12-19,10900
2023-12-19,50000
2023-12-20,43000
2023-12-20,16200
2023-12-20,30000
2023-12-20,30000
2023-12-20,25000
2023-12-20,37000
2023-12-20,37000
2023-12-20,17700
2023-12-21,45500
2023-12-21,26000
2023-12-21,25000
2023-12-21,30000
2023-12-22,18000
2023-12-22,7000
2023-12-22,10850
2023-12-22,34500
2023-12-23,17000
2023-12-23,18000
2023-12-23,64000
2023-12-23,18500
2023-12-23,28900
2023-12-24,65000
2023-12-26,7300
2023-12-26,7800
2023-12-26,24500
2023-12-26,9000
2023-12-27,58500
2023-12-27,10500
2023-12-27,26000
2023-12-27,75700
2023-12-27,31000
2023-12-27,26000
2023-12-27,35250
2023-12-27,28000
2023-12-27,49000
2023-12-27,36000
2023-12-27,24500
2023-12-28,59800
2023-12-28,30000
2023-12-28,29000
2023-12-28,54000
2023-12-28,52500
2023-12-28,15000
2023-12-28,77000
2023-12-28,21900
2023-12-28,46500
2023-12-28,19000
2023-12-28,38000
2023-12-29,44000
2023-12-29,21000
2023-12-29,9700
2023-12-29,29900
2023-12-29,54800
2023-12-30,79000
2023-12-30,66700
2023-12-30,40000
2024-01-01,39000
2024-01-02,30000
2024-01-02,16000
2024-01-02,13900
2024-01-02,25000
2024-01-02,19300
2024-01-02,7500
2024-01-03,30500
2024-01-03,22850
2024-01-03,15500
2024-01-03,6800
2024-01-03,5500
2024-01-03,53800
2024-01-03,26000
2024-01-04,13300
2024-01-04,27500
2024-01-04,18500
2024-01-04,18000
2024-01-04,39000
2024-01-04,5600
2024-01-05,32800
2024-01-05,64000
2024-01-05,59900
2024-01-05,46500
2024-01-05,20000
2024-01-05,15500
2024-01-05,46500
2024-01-06,41500
2024-01-06,30000
2024-01-06,30800
2024-01-06,39900
2024-01-06,60000
2024-01-06,49500
2024-01-07,50000
2024-01-08,27500
2024-01-08,39900
2024-01-08,41500
2024-01-08,58000
2024-01-08,41500
2024-01-08,24000
2024-01-08,16500
2024-01-08,75000
2024-01-08,10100
2024-01-08,40000
2024-01-08,32500
2024-01-08,18550
2024-01-09,27700
2024-01-09,22500
2024-01-09,10000
2024-01-09,22500
2024-01-09,56000
2024-01-09,16000
2024-01-09,17800
2024-01-09,25300
2024-01-09,28500
2024-01-09,48200
2024-01-09,31000
2024-01-09,33500
2024-01-09,38000
2024-01-10,30000
2024-01-10,21000
2024-01-10,5200
2024-01-10,37000
2024-01-10,6550
2024-01-10,56800
2024-01-10,88000
2024-01-10,11800
2024-01-10,25000
2024-01-11,19500
2024-01-11,38000
2024-01-11,8500
2024-01-11,53000
2024-01-11,21500
2024-01-11,19000
2024-01-11,31000
2024-01-11,42150
2024-01-11,43500
2024-01-11,27000
2024-01-11,48500
2024-01-12,21000
2024-01-12,24500
2024-01-12,55000
2024-01-12,14500
2024-01-12,15000
2024-01-12,46200
2024-01-12,58700
2024-01-12,30600
2024-01-12,9700
2024-01-12,19000
2024-01-12,41500
2024-01-12,39000
2024-01-13,27500
2024-01-13,26000
2024-01-13,37000
2024-01-13,46000
2024-01-13,41000
2024-01-14,85000
2024-01-14,12800
2024-01-14,22900
2024-01-15,23000
2024-01-15,21000
2024-01-15,46500
2024-01-15,27500
2024-01-15,12700
2024-01-15,20700
2024-01-15,24000
2024-01-15,57000
2024-01-15,5300
2024-01-15,70000
2024-01-16,20500
2024-01-16,33000
2024-01-16,17900
2024-01-16,24000
2024-01-16,21400
2024-01-16,6500
2024-01-16,31500
2024-01-16,31500
2024-01-16,27300
2024-01-16,29500
2024-01-16,44000
2024-01-17,29400
2024-01-17,41000
2024-01-17,32300
2024-01-17,20700
2024-01-17,32000
2024-01-17,29500
2024-01-17,68457
2024-01-17,58000
2024-01-18,41000
2024-01-18,31000
2024-01-18,14100
2024-01-18,9750
2024-01-18,25500
2024-01-18,13000
2024-01-18,28700
2024-01-19,30000
2024-01-19,13200
2024-01-19,19500
2024-01-19,9000
2024-01-19,24500
2024-01-19,31000
2024-01-19,70500
2024-01-19,19500
2024-01-19,25500
2024-01-19,25500
2024-01-19,29000
2024-01-19,34700
2024-01-19,35000
2024-01-20,23300
2024-01-20,30200
2024-01-20,28000
2024-01-20,42000
2024-01-20,57000
2024-01-20,22500
2024-01-21,40000
2024-01-22,44500
2024-01-22,26000
2024-01-22,8000
2024-01-22,34000
2024-01-22,31300
2024-01-22,41900
2024-01-22,56500
2024-01-22,11500
2024-01-23,12000
2024-01-23,21900
2024-01-23,24500
2024-01-23,59990
2024-01-23,59990
2024-01-23,13500
2024-01-24,38500
2024-01-24,50500
2024-01-24,24000
2024-01-24,22700
2024-01-24,19000
2024-01-24,26500
2024-01-24,27000
2024-01-24,29400
2024-01-25,59900
2024-01-25,6400
2024-01-25,20300
2024-01-25,20000
2024-01-25,70000
2024-01-25,54800
2024-01-26,30000
2024-01-26,15700
2024-01-26,51500
2024-01-26,51000
2024-01-26,53800
2024-01-26,50000
2024-01-26,66500
2024-01-26,30000
2024-01-26,45000
2024-01-26,16000
2024-01-27,30000
2024-01-27,25600
2024-01-27,16200
2024-01-27,38800
2024-01-28,27700
2024-01-28,35000
2024-01-28,9000
2024-01-29,87000
2024-01-29,38000
2024-01-29,36200
2024-01-29,33000
2024-01-29,13000
2024-01-29,27000
2024-01-30,72000
2024-01-30,41750
2024-01-30,22500
2024-01-30,22000
2024-01-30,65000
2024-01-30,39000
2024-01-30,52000
2024-01-31,23500
2024-01-31,35000
2024-01-31,10100
2024-01-31,31000
2024-01-31,59900
2024-01-31,79700
2024-01-31,54800
2024-01-31,11000
2024-01-31,20000
2024-01-31,25500
2024-01-31,33100
2024-01-31,59900
2024-01-31,23500
2024-02-01,18000
2024-02-01,60000
2024-02-01,41000
2024-02-01,23500
2024-02-01,12700
2024-02-01,23000
2024-02-01,26500
2024-02-01,50000
2024-02-01,50000
2024-02-01,56600
2024-02-01,10500
2024-02-01,21500
2024-02-01,41300
2024-02-02,56000
2024-02-02,26000
2024-02-02,22500
2024-02-02,20000
2024-02-02,31000
2024-02-02,5000
2024-02-02,24400
2024-02-02,20000
2024-02-02,24000
2024-02-02,25000
2024-02-03,62000
2024-02-03,53000
2024-02-03,68500
2024-02-03,41600
2024-02-03,30000
2024-02-03,19300
2024-02-03,47000
2024-02-03,30500
2024-02-03,68500
2024-02-05,7700
2024-02-05,28500
2024-02-05,31500
2024-02-05,65000
2024-02-05,33000
2024-02-05,26000
2024-02-05,21700
2024-02-05,9500
2024-02-06,26500
2024-02-06,23500
2024-02-06,8900
2024-02-06,27000
2024-02-06,6300
2024-02-06,26000
2024-02-06,9400
2024-02-06,27000
2024-02-06,42000
2024-02-06,21000
2024-02-06,43000
2024-02-06,19500
2024-02-07,59500
2024-02-07,19500
2024-02-07,29500
2024-02-07,6700
2024-02-07,47200
2024-02-08,37000
2024-02-08,15800
2024-02-08,11000
2024-02-08,51000
2024-02-08,10700
2024-02-08,42500
2024-02-08,29000
2024-02-09,23000
2024-02-13,23500
2024-02-13,40000
2024-02-13,28000
2024-02-13,31000
2024-02-13,22300
2024-02-13,40700
2024-02-13,29500
2024-02-13,36000
2024-02-13,9000
2024-02-13,26800
2024-02-14,50000
2024-02-14,29000
2024-02-14,36500
2024-02-14,97000
2024-02-14,22500
2024-02-14,37000
2024-02-14,33000
2024-02-14,35000
2024-02-14,20300
2024-02-14,34000
2024-02-15,31600
2024-02-15,68000
2024-02-15,32000
2024-02-15,59000
2024-02-15,8000
2024-02-15,23800
2024-02-15,24000
2024-02-15,38000
2024-02-16,22500
2024-02-16,25800
2024-02-16,26500
2024-02-16,24000
2024-02-16,48500
2024-02-16,26500
2024-02-16,49000
2024-02-16,48000
2024-02-18,26000
2024-02-18,41000
2024-02-19,44700
2024-02-19,20000
2024-02-19,26800
2024-02-19,22500
2024-02-19,57000
2024-02-19,9500
2024-02-19,57000
2024-02-19,11800
2024-02-19,10000
2024-02-20,23000
2024-02-20,47200
2024-02-20,29000
2024-02-20,68500
2024-02-20,15500
2024-02-20,33000
2024-02-20,21400
2024-02-20,38000
2024-02-21,50000
2024-02-21,9300
2024-02-21,27000
2024-02-21,7100
2024-02-22,8800
2024-02-22,48000
2024-02-22,33000
2024-02-22,64700
2024-02-22,90000
2024-02-22,23000
2024-02-22,25500
2024-02-22,20000
2024-02-23,65000
2024-02-23,37500
2024-02-23,32500
2024-02-23,22000
2024-02-23,48000
2024-02-23,26000
2024-02-23,48000
2024-02-24,16600
2024-02-24,26500
2024-02-24,15050
2024-02-24,26380
2024-02-24,14000
2024-02-25,15500
2024-02-25,45500
2024-02-25,15300
2024-02-25,37500
2024-02-26,18800
2024-02-26,19500
2024-02-26,50500
2024-02-26,50500
2024-02-26,55500
2024-02-26,17500
2024-02-26,59000
2024-02-26,55000
2024-02-26,25000
2024-02-26,31500
2024-02-26,36000
2024-02-26,19500
2024-02-26,34700
2024-02-27,46000
2024-02-27,24000
2024-02-27,26000
2024-02-27,32500
2024-02-27,28000
2024-02-27,56500
2024-02-27,41900
2024-02-28,26500
2024-02-28,13000
2024-02-28,28000
2024-02-28,16700
2024-02-28,54700
2024-02-28,16500
2024-02-28,22500
2024-02-29,25000
2024-02-29,37500
2024-02-29,41500
2024-02-29,22890
2024-02-29,16200
2024-02-29,14500
2024-02-29,41500
2024-02-29,24500
2024-02-29,43500
2024-02-29,10800
2024-02-29,28000
2024-02-29,31500
2024-02-29,40000
2024-02-29,30000
2024-03-01,36500
2024-03-02,30800
2024-03-02,33000
2024-03-02,14000
2024-03-03,110000
2024-03-04,21500
2024-03-04,46500
2024-03-04,5000
2024-03-04,37000
2024-03-04,33000
2024-03-04,49500
2024-03-05,23000
2024-03-05,30000
2024-03-05,33000
2024-03-05,23300
2024-03-05,21000
2024-03-05,34000
2024-03-05,13600
2024-03-05,17900
2024-03-05,10000
2024-03-05,6200
2024-03-06,19000
2024-03-06,42000
2024-03-06,26500
2024-03-06,11000
2024-03-06,18800
2024-03-06,28000
2024-03-06,18800
2024-03-06,71500
2024-03-06,15500
2024-03-06,22000
2024-03-06,8100
2024-03-07,56000
2024-03-07,39800
2024-03-07,9700
2024-03-07,10000
2024-03-08,20500
2024-03-08,32000
2024-03-08,34500
2024-03-08,53500
2024-03-08,25000
2024-03-08,12000
2024-03-09,36500
2024-03-09,28000
2024-03-09,52800
2024-03-10,12000
2024-03-11,26000
2024-03-11,12000
2024-03-11,48000
2024-03-11,30000
2024-03-11,28300
2024-03-11,32000
2024-03-11,50500
2024-03-11,26600
2024-03-12,21800
2024-03-12,67000
2024-03-12,34000
2024-03-12,48000
2024-03-12,35000
2024-03-13,23000
2024-03-13,30700
2024-03-13,43000
2024-03-13,27500
2024-03-13,16200
2024-03-13,12000
2024-03-13,41000
2024-03-13,11000
2024-03-13,34500
2024-03-13,30000
2024-03-13,34500
2024-03-14,56000
2024-03-14,41000
2024-03-14,35500
2024-03-14,56000
2024-03-14,36000
2024-03-14,50000
2024-03-14,65500
2024-03-14,11500
2024-03-14,44000
2024-03-14,22586
2024-03-14,46500
2024-03-15,17500
2024-03-15,17900
2024-03-15,35000
2024-03-15,17900
2024-03-15,22200
2024-03-15,49500
2024-03-16,35500
2024-03-16,52000
2024-03-16,5900
2024-03-16,21000
2024-03-16,26900
2024-03-16,16300
2024-03-16,31500
2024-03-17,28000
2024-03-17,27000
2024-03-17,45000
2024-03-18,22000
2024-03-18,37000
2024-03-18,58000
2024-03-18,35500
2024-03-18,27500
2024-03-18,59500
2024-03-18,31000
2024-03-18,10700
2024-03-18,25000
2024-03-19,31000
2024-03-19,22500
2024-03-19,20500
2024-03-19,34800
2024-03-19,43750
2024-03-19,113000
2024-03-19,5500
2024-03-19,30500
2024-03-19,7800
2024-03-20,11800
2024-03-20,14800
2024-03-20,25800
2024-03-20,25000
2024-03-20,34200
2024-03-20,31500
2024-03-20,37000
2024-03-20,57500
2024-03-20,30000
2024-03-20,40000
2024-03-20,30000
2024-03-20,27000
2024-03-20,8500
2024-03-20,45000
2024-03-20,31000
2024-03-21,21500
2024-03-21,35000
2024-03-21,32500
2024-03-21,47000
2024-03-21,31700
2024-03-21,31700
2024-03-21,21500
2024-03-21,10000
2024-03-22,20000
2024-03-22,65000
2024-03-22,43000
2024-03-22,14100
2024-03-23,48000
2024-03-23,42000
2024-03-23,24000
2024-03-23,50500
2024-03-23,29900
2024-03-23,42000
2024-03-23,24000
2024-03-24,22100
2024-03-24,42500
2024-03-24,22100
2024-03-25,26000
2024-03-25,54000
2024-03-25,54000
2024-03-25,35400
2024-03-25,25000
2024-03-25,58800
2024-03-25,25800
2024-03-25,5700
2024-03-25,15000
2024-03-25,22700
2024-03-25,5700
2024-03-26,26100
2024-03-26,38000
2024-03-26,32000
2024-03-26,15500
2024-03-26,45000
2024-03-26,27300
2024-03-27,11700
2024-03-27,32500
2024-03-27,41500
2024-03-27,55000
2024-03-27,20000
2024-03-28,66000
2024-03-28,75000
2024-03-28,28000
2024-03-28,8600
2024-03-28,24000
2024-03-28,59000
2024-03-28,21000
2024-03-29,17000
2024-03-29,45200
2024-03-29,31000
2024-03-29,31500
2024-03-30,24900
