날짜,가격_만원,전용면적_㎡,행정구역,단가_만원_per_㎡
2023-06-13,80000,120.9434,제주시,661.4664380197679
2023-06-13,26400,59.97,서귀포시,440.22011005502753
2023-06-13,19300,49.87,서귀포시,387.0062161620213
2023-06-13,41000,84.72,애월읍,483.94711992445707
2023-06-13,16200,59.4557,서귀포시,272.4717731016538
2023-06-13,20000,78.35,제주시,255.26483726866627
2023-06-14,19500,59.9,제주시,325.54257095158596
2023-06-14,33700,84.89,서귀포시,396.9843326658028
2023-06-14,32000,84.98,제주시,376.5591903977406
2023-06-14,27000,84.7,제주시,318.7721369539551
2023-06-14,27000,83.15,제주시,324.7143716175586
2023-06-14,57500,84.9297,서귀포시,677.0305323108406
2023-06-14,30000,84.8197,제주시,353.69141838511575
2023-06-14,27000,59.933,제주시,450.5030617522901
2023-06-14,17000,59.986,제주시,283.3994598739706
2023-06-14,23000,67.04,제주시,343.07875894988064
2023-06-15,62300,84.3616,제주시,738.4876531502485
2023-06-15,43500,66.4409,제주시,654.7171997971129
2023-06-15,62300,84.3616,제주시,738.4876531502485
2023-06-15,52450,84.9297,서귀포시,617.5695899078886
2023-06-15,52000,84.991,서귀포시,611.829487828123
2023-06-15,23700,51.88,서귀포시,456.82343870470316
2023-06-15,23400,71.3164,애월읍,328.1152722234998
2023-06-15,50000,84.94,서귀포시,588.650812338121
2023-06-15,25000,59.9,제주시,417.3622704507513
2023-06-15,89000,135.82,제주시,655.2790457959064
2023-06-15,27000,84.856,제주시,318.1861035165457
2023-06-16,11000,58.2203,제주시,188.93753553313877
2023-06-16,17300,46.2,제주시,374.45887445887445
2023-06-16,50600,59.957,제주시,843.9381556782361
2023-06-16,18000,39.69,서귀포시,453.514739229025
2023-06-16,23000,84.75,제주시,271.38643067846607
2023-06-16,25500,59.58,제주시,427.9959718026183
2023-06-16,43572,72.8524,제주시,598.0859930489593
2023-06-16,35000,84.89,서귀포시,412.29826834727294
2023-06-17,19800,47.71,제주시,415.0073359882624
2023-06-17,34000,59.93,제주시,567.3285499749708
2023-06-17,32000,81.1206,제주시,394.47439984418264
2023-06-17,40000,76.43,제주시,523.354703650399
2023-06-17,51700,84.3616,제주시,612.8380685051019
2023-06-17,51700,84.3616,제주시,612.8380685051019
2023-06-18,27000,84.5887,제주시,319.19157050528025
2023-06-19,35000,107.6,제주시,325.27881040892197
2023-06-19,32000,59.93,제주시,533.9562823293843
2023-06-19,47000,84.9,서귀포시,553.5924617196702
2023-06-19,30000,84.7042,제주시,354.1737009498939
2023-06-19,11500,46.26,제주시,248.59489840034587
2023-06-19,16100,84.93,서귀포시,189.5678794301189
2023-06-19,35000,107.6,제주시,325.27881040892197
2023-06-19,9200,17.6127,제주시,522.3503494637392
2023-06-19,23000,81.2924,한경면,282.9292775216379
2023-06-19,11500,46.26,제주시,248.59489840034587
2023-06-20,8800,24.9538,서귀포시,352.6517003422324
2023-06-20,9200,17.6127,제주시,522.3503494637392
2023-06-20,59000,84.9875,서귀포시,694.2197381967936
2023-06-20,38650,84.89,서귀포시,455.2950877606314
2023-06-20,36700,84.89,서귀포시,432.3241842384262
2023-06-21,30000,84.6909,제주시,354.2293209778146
2023-06-21,12500,25.8165,제주시,484.1864698932853
2023-06-21,11600,26.6027,서귀포시,436.0459652591654
2023-06-21,41000,84.7799,제주시,483.60519415569024
2023-06-21,93000,108.4439,제주시,857.5862727179675
2023-06-21,11600,26.6027,서귀포시,436.0459652591654
2023-06-21,12000,42.87,제주시,279.9160251924423
2023-06-21,60000,49.22,제주시,1219.016659894352
2023-06-22,72000,101.9934,서귀포시,705.9280306372766
2023-06-22,14700,49.7317,제주시,295.58611509359224
2023-06-22,11800,53.18,서귀포시,221.88792779240316
2023-06-22,24000,84.96,제주시,282.4858757062147
2023-06-22,14500,80.06,제주시,181.11416437671747
2023-06-23,33500,80.8,제주시,414.6039603960396
2023-06-23,25000,83.7085,제주시,298.6554531499191
2023-06-23,47500,79.004,서귀포시,601.2353804870639
2023-06-24,55000,59.953,제주시,917.3852851400263
2023-06-24,100000,133.2801,제주시,750.2995570981715
2023-06-26,13157,31.72,제주시,414.78562421185376
2023-06-26,13157,31.72,제주시,414.78562421185376
2023-06-26,13705,31.72,제주시,432.06179066834807
2023-06-26,13855,32.07,제주시,432.0236981602744
2023-06-26,13500,53.0916,제주시,254.27751282688786
2023-06-26,13855,32.07,제주시,432.0236981602744
2023-06-26,13406,30.39,제주시,441.13195129976964
2023-06-26,13157,31.72,제주시,414.78562421185376
2023-06-26,12609,30.39,제주시,414.9062191510365
2023-06-26,13157,31.72,제주시,414.78562421185376
2023-06-26,12609,30.39,제주시,414.9062191510365
2023-06-26,13157,31.72,제주시,414.78562421185376
2023-06-26,13705,31.72,제주시,432.06179066834807
2023-06-26,13107,30.39,제주시,431.29318854886475
2023-06-26,13157,31.72,제주시,414.78562421185376
2023-06-26,13107,30.39,제주시,431.29318854886475
2023-06-26,13157,31.72,제주시,414.78562421185376
2023-06-26,13955,31.72,제주시,439.94325346784365
2023-06-26,12609,30.39,제주시,414.9062191510365
2023-06-26,13306,32.07,제주시,414.90489554100407
2023-06-26,13705,31.72,제주시,432.06179066834807
2023-06-26,8000,31.91,제주시,250.70510811657786
2023-06-26,10000,28.65,제주시,349.04013961605585
2023-06-26,12609,30.39,제주시,414.9062191510365
2023-06-26,13955,31.72,제주시,439.94325346784365
2023-06-26,13705,31.72,제주시,432.06179066834807
2023-06-27,22000,38.9956,제주시,564.1662136241011
2023-06-27,25000,82.955,제주시,301.3682116810319
2023-06-27,49000,84.84,애월읍,577.5577557755776
2023-06-27,45000,84.9,서귀포시,530.035335689046
2023-06-27,29300,84.919,한림읍,345.03468010692546
2023-06-27,32750,84.671,제주시,386.79122722065404
2023-06-27,6200,15.2,서귀포시,407.89473684210526
2023-06-27,49500,84.7938,제주시,583.7690963254389
2023-06-27,14000,58.42,제주시,239.64395754878467
2023-06-28,36500,61.3849,제주시,594.6087718640904
2023-06-28,36500,84.89,서귀포시,429.96819413358463
2023-06-29,30000,79.36,서귀포시,378.0241935483871
2023-06-29,31000,68.93,서귀포시,449.7316117800667
2023-06-29,19500,57.13,대정읍,341.32679852966913
2023-06-29,26000,84.75,서귀포시,306.7846607669617
2023-06-29,24900,84.7885,제주시,293.6719012601945
2023-06-30,49000,84.7938,제주시,577.872438786798
2023-06-30,28500,84.639,제주시,336.7242051536526
2023-06-30,53000,84.3616,제주시,628.2479232257331
2023-06-30,69000,110.9718,서귀포시,621.7795872464897
2023-06-30,34700,42.24,제주시,821.4962121212121
2023-06-30,9500,20.53,제주시,462.73745737944466
2023-06-30,58600,101.8684,제주시,575.2519917854801
2023-06-30,58000,84.9297,서귀포시,682.9177543309349
2023-06-30,35200,69.0372,제주시,509.8700410793022
2023-06-30,47900,84.7938,제주시,564.8997922017883
2023-07-01,39200,74.94,서귀포시,523.0851347744863
2023-07-01,25500,51.88,서귀포시,491.5188897455667
2023-07-01,33000,70.5,제주시,468.0851063829787
2023-07-01,54300,59.957,제주시,905.6490484847474
2023-07-01,36500,59.8882,서귀포시,609.4689771941719
2023-07-01,39200,74.94,서귀포시,523.0851347744863
2023-07-01,38000,84.9213,서귀포시,447.47313100482444
2023-07-01,52500,84.9875,서귀포시,617.7379026327401
2023-07-02,55000,59.9799,제주시,916.9738529073907
2023-07-02,39000,77.565,제주시,502.8040997872752
2023-07-03,53500,59.957,제주시,892.306152742799
2023-07-03,35000,84.8197,제주시,412.6399881159684
2023-07-03,30500,75.7085,제주시,402.8609733385287
2023-07-03,30000,84.9455,안덕면,353.16761923821747
2023-07-03,36000,84.01,제주시,428.5204142364004
2023-07-03,21500,59.58,제주시,360.85934877475665
2023-07-04,14700,43.96,제주시,334.3949044585987
2023-07-04,45000,120.5269,제주시,373.3606356755214
2023-07-04,54500,84.3616,제주시,646.0285248264613
2023-07-04,9300,45.31,서귀포시,205.25270359743985
2023-07-04,43000,133.18,제주시,322.8713019972969
2023-07-04,29850,84.813,한림읍,351.95076226521877
2023-07-04,12500,28.02,제주시,446.10992148465385
2023-07-04,54000,84.991,서귀포시,635.3613912061277
2023-07-04,54000,84.991,서귀포시,635.3613912061277
2023-07-04,10500,36.11,제주시,290.77817779008586
2023-07-04,30500,84.99,제주시,358.8657489116367
2023-07-04,56800,59.9799,제주시,946.9839062752689
2023-07-04,63000,84.9875,서귀포시,741.2854831592881
2023-07-04,21700,49.87,서귀포시,435.1313414878685
2023-07-05,45000,120.5269,제주시,373.3606356755214
2023-07-05,42800,84.97,애월읍,503.7071907732141
2023-07-05,44300,73.9049,제주시,599.418983044426
2023-07-05,23500,84.66,제주시,277.58091188282543
2023-07-05,42800,84.97,애월읍,503.7071907732141
2023-07-05,5700,21.88,제주시,260.51188299817187
2023-07-06,18500,54.5,제주시,339.44954128440367
2023-07-06,38500,82.8126,제주시,464.90509898252196
2023-07-06,30000,84.2634,제주시,356.02645988649874
2023-07-06,36300,80.24,제주시,452.39282153539386
2023-07-06,33000,84.8695,제주시,388.8322660084011
2023-07-06,31500,84.6909,제주시,371.9407870267054
2023-07-06,25000,54.4914,제주시,458.7879922336369
2023-07-06,13300,62.9884,서귀포시,211.14998952188023
2023-07-06,17400,59.7,제주시,291.4572864321608
2023-07-06,7700,42.2624,서귀포시,182.19504808056334
2023-07-07,25800,46.32,제주시,556.9948186528497
2023-07-07,39700,84.9873,제주시,467.1286180405778
2023-07-07,40500,86.15,제주시,470.1102727800348
2023-07-07,28000,83.89,제주시,333.77041363690546
2023-07-07,44000,84.9873,제주시,517.7244129416983
2023-07-07,40500,84.85,애월읍,477.3129051266942
2023-07-07,33000,64.6794,서귀포시,510.2088145530107
2023-07-08,36800,84.89,서귀포시,433.502179290847
2023-07-08,12500,36.8575,제주시,339.1440005426304
2023-07-08,43250,84.09,제주시,514.3298846474016
2023-07-08,30000,84.42,제주시,355.36602700781805
2023-07-09,45600,84.9,서귀포시,537.1024734982332
2023-07-09,39000,84.3708,서귀포시,462.24523176264773
2023-07-09,31000,83.55,제주시,371.0353081986834
2023-07-10,35600,59.8882,서귀포시,594.4409750167813
2023-07-10,27800,59.933,제주시,463.8513006190246
2023-07-10,77000,84.9992,제주시,905.8908789729785
2023-07-10,32000,84.5989,제주시,378.25550923238956
2023-07-10,18000,60.075,한림읍,299.625468164794
2023-07-10,32000,84.5989,제주시,378.25550923238956
2023-07-11,23500,84.24,제주시,278.96486229819567
2023-07-11,12800,82.26,제주시,155.60418186238755
2023-07-11,23500,84.24,제주시,278.96486229819567
2023-07-11,18000,59.86,제주시,300.70163715335786
2023-07-11,38000,84.877,제주시,447.7066814331327
2023-07-11,30000,76.78,제주시,390.7267517582704
2023-07-11,7700,42.2624,서귀포시,182.19504808056334
2023-07-11,6000,21.5404,서귀포시,278.54635939908263
2023-07-12,8400,28.9,제주시,290.6574394463668
2023-07-12,11500,84.39,제주시,136.27207015049177
2023-07-12,36000,84.89,서귀포시,424.0782188714807
2023-07-12,10500,21.96,서귀포시,478.1420765027322
2023-07-13,20000,66.4251,서귀포시,301.09100325027737
2023-07-13,31700,59.8882,서귀포시,529.319632248089
2023-07-13,83000,84.978,제주시,976.7233872296359
2023-07-13,28000,74.0969,제주시,377.8835551824705
2023-07-13,55000,59.957,제주시,917.3240822589522
2023-07-13,44200,84.72,애월읍,521.7186024551464
2023-07-14,30000,45.9078,제주시,653.4837217204919
2023-07-14,30000,45.9078,제주시,653.4837217204919
2023-07-14,34000,59.93,제주시,567.3285499749708
2023-07-14,28000,84.5449,제주시,331.18496798742444
2023-07-14,21000,67.7585,제주시,309.9242161500033
2023-07-14,20000,79.78,제주시,250.68939583855604
2023-07-14,35000,59.93,제주시,584.0146837977641
2023-07-14,30000,45.9078,제주시,653.4837217204919
2023-07-15,15300,27.108,제주시,564.4090305444887
2023-07-15,58750,138.14,제주시,425.293180831041
2023-07-15,30500,81.0695,서귀포시,376.22040348096385
2023-07-15,8800,47.0171,제주시,187.16594600687836
2023-07-15,35000,45.9078,제주시,762.3976753405739
2023-07-16,41000,80.47,제주시,509.50664844041256
2023-07-16,37200,153.29,제주시,242.67727836127602
2023-07-16,16700,39.69,서귀포시,420.7608969513732
2023-07-17,42700,84.9873,제주시,502.4280098320572
2023-07-17,18000,59.78,제주시,301.1040481766477
2023-07-17,8900,26.88,서귀포시,331.1011904761905
2023-07-17,68500,80.6583,제주시,849.2616382938892
2023-07-17,60800,84.9508,제주시,715.7083865013632
2023-07-18,23800,60.436,제주시,393.80501687735784
2023-07-18,25000,84.99,제주시,294.15225320625956
2023-07-18,28000,84.8962,서귀포시,329.8145264452355
2023-07-18,35000,84.83,제주시,412.58988565366025
2023-07-18,27200,84.75,서귀포시,320.9439528023599
2023-07-18,23800,60.436,제주시,393.80501687735784
2023-07-18,30000,79.36,서귀포시,378.0241935483871
2023-07-18,31000,84.77,서귀포시,365.6954111124219
2023-07-18,51000,84.3616,제주시,604.5404544247621
2023-07-18,53000,84.9297,서귀포시,624.0455341299922
2023-07-19,18000,79.0877,제주시,227.59544151619025
2023-07-19,30500,82.26,제주시,370.7755895939703
2023-07-19,14850,39.5816,제주시,375.17432342300464
2023-07-19,50000,64.7,제주시,772.7975270479134
2023-07-19,19300,84.84,서귀포시,227.48703441772747
2023-07-19,6000,23.37,제주시,256.73940949935815
2023-07-19,30000,81.92,제주시,366.2109375
2023-07-20,25000,84.97,제주시,294.22148993762505
2023-07-20,29400,78.993,한림읍,372.1848771410125
2023-07-20,5700,35.28,서귀포시,161.56462585034012
2023-07-20,50500,84.3616,제주시,598.6135872245193
2023-07-20,69000,84.9508,제주시,812.2348465229286
2023-07-20,61000,84.9508,제주시,718.0626904043281
2023-07-20,5850,39.37,서귀포시,148.59029718059438
2023-07-20,23000,82.76,제주시,277.91203479942
2023-07-21,55000,101.8684,제주시,539.9122789795462
2023-07-21,23300,73.9403,안덕면,315.1190893193563
2023-07-21,18000,39.3,서귀포시,458.01526717557255
2023-07-21,18500,57.13,대정읍,323.8228601435323
2023-07-21,19000,39.69,서귀포시,478.71000251952637
2023-07-21,17500,39.84,제주시,439.25702811244975
2023-07-21,68500,84.9044,제주시,806.7897541234613
2023-07-21,55000,101.8684,제주시,539.9122789795462
2023-07-22,24750,59.928,제주시,412.99559471365643
2023-07-22,65000,75.05,제주시,866.089273817455
2023-07-22,37300,84.9873,제주시,438.88910460739424
2023-07-22,24750,59.928,제주시,412.99559471365643
2023-07-22,25000,49.5,제주시,505.050505050505
2023-07-22,17000,81.15,서귀포시,209.48860135551448
2023-07-22,47500,178.205,제주시,266.54695435032687
2023-07-22,43800,84.6,제주시,517.7304964539007
2023-07-22,44000,84.9873,제주시,517.7244129416983
2023-07-23,45000,84.97,애월읍,529.5986818877251
2023-07-24,24000,73.42,제주시,326.8864069735767
2023-07-24,139000,163.416,제주시,850.5899055172076
2023-07-24,32300,59.97,제주시,538.6026346506587
2023-07-24,139000,163.416,제주시,850.5899055172076
2023-07-24,32000,84.42,제주시,379.0570954750059
2023-07-24,41000,84.9,서귀포시,482.9210836277974
2023-07-25,31500,45.9078,제주시,686.1579078065165
2023-07-25,15500,59.94,제주시,258.5919252585919
2023-07-25,22000,84.85,제주시,259.2810842663524
2023-07-25,25000,84.62,제주시,295.43843063105646
2023-07-26,8350,42.2624,서귀포시,197.57514954190958
2023-07-26,4900,15.86,서귀포시,308.953341740227
2023-07-26,20000,81.6021,제주시,245.091731707885
2023-07-26,61500,103.488,제주시,594.2717996289425
2023-07-26,16300,54.54,제주시,298.86321965529885
2023-07-26,4900,15.86,서귀포시,308.953341740227
2023-07-26,49000,84.42,제주시,580.4311774461028
2023-07-26,63000,101.9934,서귀포시,617.687026807617
2023-07-26,27740,84.04,제주시,330.08091385054735
2023-07-27,27500,60.8926,제주시,451.614810338202
2023-07-27,56500,84.9508,제주시,665.0908525876154
2023-07-27,19500,32.39,제주시,602.0376659462797
2023-07-27,49000,59.56,제주시,822.6997985224983
2023-07-28,8550,17.6127,제주시,485.44516172988807
2023-07-28,54500,84.991,서귀포시,641.2443670506289
2023-07-28,4700,35.28,서귀포시,133.21995464852608
2023-07-28,49000,84.7938,제주시,577.872438786798
2023-07-28,32600,45.9078,제주시,710.1189776029346
2023-07-28,27100,86.99,대정읍,311.5300609265433
2023-07-28,35000,84.89,서귀포시,412.29826834727294
2023-07-29,33000,84.84,제주시,388.96746817538894
2023-07-29,51000,84.9297,서귀포시,600.4966460496152
2023-07-31,25800,76.28,제주시,338.2275825904562
2023-07-31,34000,84.919,한림읍,400.38154005581794
2023-07-31,55500,84.94,서귀포시,653.4024016953143
2023-07-31,21000,84.115,애월읍,249.65820602746243
2023-08-01,25400,84.85,제주시,299.3517972893341
2023-08-01,11300,40.0,서귀포시,282.5
2023-08-01,6500,21.138,제주시,307.50307503075027
2023-08-01,37800,84.89,서귀포시,445.28212981505476
2023-08-01,9300,25.68,애월읍,362.14953271028037
2023-08-02,25000,84.15,제주시,297.08853238265
2023-08-02,32600,84.9675,서귀포시,383.6761114543796
2023-08-02,22000,77.37,제주시,284.347938477446
2023-08-02,19000,32.39,제주시,586.6008027168879
2023-08-02,14000,83.7,제주시,167.26403823178015
2023-08-02,20300,49.5,제주시,410.1010101010101
2023-08-03,42500,66.4409,제주시,639.6662296868345
2023-08-03,47500,84.94,서귀포시,559.218271721215
2023-08-03,35700,84.89,서귀포시,420.5442337142184
2023-08-03,7000,20.655,서귀포시,338.9009924957637
2023-08-03,65800,84.9508,제주시,774.5659840754884
2023-08-03,36400,84.89,서귀포시,428.79019908116385
2023-08-03,38000,84.89,서귀포시,447.6381199198963
2023-08-03,37500,84.89,서귀포시,441.7481446577924
2023-08-03,49500,84.991,서귀포시,582.4146086056171
2023-08-03,47500,84.94,서귀포시,559.218271721215
2023-08-03,51000,84.9297,서귀포시,600.4966460496152
2023-08-04,33000,71.99,제주시,458.3969995832755
2023-08-04,17200,42.75,제주시,402.3391812865497
2023-08-04,33500,84.8208,제주시,394.9502952106087
2023-08-04,56500,101.8684,제주시,554.637159315352
2023-08-04,44500,73.9049,제주시,602.1251635547846
2023-08-04,99000,149.8418,제주시,660.6968149074557
2023-08-04,39255,74.4974,제주시,526.9311412210359
2023-08-04,50000,84.3616,제주시,592.6867200242765
2023-08-05,30000,68.93,서귀포시,435.2241404323226
2023-08-05,17500,59.98,제주시,291.7639213071024
2023-08-05,63000,84.991,서귀포시,741.2549564071489
2023-08-05,48500,84.7938,제주시,571.9757812481573
2023-08-05,56200,84.3616,제주시,666.1798733072868
2023-08-05,20000,82.76,제주시,241.6626389560174
2023-08-06,15300,54.4124,제주시,281.1859061537444
2023-08-07,34500,45.9078,제주시,751.5062799785657
2023-08-07,8150,27.115,서귀포시,300.57163931403284
2023-08-07,95000,120.9434,제주시,785.4913951484745
2023-08-07,25300,59.933,제주시,422.1380541604792
2023-08-07,46800,84.7938,제주시,551.9271456167786
2023-08-07,36000,82.8084,제주시,434.7385047893692
2023-08-07,16700,49.6,제주시,336.69354838709677
2023-08-08,23000,78.2768,제주시,293.8290783476075
2023-08-08,57500,84.9933,제주시,676.5239142379457
2023-08-08,17300,68.9,제주시,251.088534107402
2023-08-08,33300,59.8882,서귀포시,556.0360805634499
2023-08-08,24000,49.896,제주시,481.000481000481
2023-08-08,5450,15.2,서귀포시,358.5526315789474
2023-08-08,53000,84.3616,제주시,628.2479232257331
2023-08-08,8000,22.4893,제주시,355.7247224235525
2023-08-08,23800,38.9956,제주시,610.325267466073
2023-08-08,41200,84.97,서귀포시,484.87701541720605
2023-08-09,64000,84.9508,제주시,753.3772489488033
2023-08-09,43850,84.84,애월읍,516.8552569542668
2023-08-09,36000,84.89,서귀포시,424.0782188714807
2023-08-09,46000,84.94,서귀포시,541.5587473510714
2023-08-09,25500,84.25,제주시,302.6706231454006
2023-08-09,26500,84.75,제주시,312.68436578171094
2023-08-10,24700,79.694,제주시,309.93550330012295
2023-08-10,29700,60.9375,서귀포시,487.38461538461536
2023-08-10,17500,83.91,제주시,208.5567870337266
2023-08-10,69500,80.6583,제주시,861.6596184149679
2023-08-10,57000,75.65,제주시,753.4699272967614
2023-08-11,51700,59.957,제주시,862.2846373234152
2023-08-11,23000,65.87,제주시,349.1726127220282
2023-08-11,24800,83.3861,서귀포시,297.4116789249048
2023-08-11,50000,84.7938,제주시,589.6657538640796
2023-08-11,32000,83.23,대정읍,384.4767511714526
2023-08-12,13400,36.2,제주시,370.16574585635357
2023-08-12,20500,49.896,제주시,410.8545775212442
2023-08-13,27000,92.73,제주시,291.1679068262698
2023-08-13,5900,18.5225,제주시,318.5315157241193
2023-08-14,29500,79.6343,서귀포시,370.44338934353664
2023-08-14,36000,84.615,제주시,425.45647934763343
2023-08-14,49000,84.7938,제주시,577.872438786798
2023-08-14,40500,84.97,애월읍,476.63881369895256
2023-08-14,52500,84.945,제주시,618.0469715698393
2023-08-14,47500,84.94,서귀포시,559.218271721215
2023-08-14,39500,84.9873,제주시,464.7753252544792
2023-08-14,100500,133.2801,제주시,754.0510548836622
2023-08-14,16000,84.12,제주시,190.20446980504042
2023-08-14,50500,84.8953,제주시,594.8503627409291
2023-08-14,16100,42.87,제주시,375.55400046652676
2023-08-14,23800,78.9743,안덕면,301.3638614080783
2023-08-14,5750,15.2,서귀포시,378.2894736842105
2023-08-15,51500,59.957,제주시,858.948913387928
2023-08-15,31000,45.9078,제주시,675.2665124445083
2023-08-15,50000,84.7938,제주시,589.6657538640796
2023-08-15,59500,84.9508,제주시,700.4054111320905
2023-08-15,4700,15.86,서귀포시,296.34300126103403
2023-08-15,17700,75.21,제주시,235.3410450737934
2023-08-16,31000,84.82,안덕면,365.47983966045746
2023-08-16,9000,75.09,제주시,119.85617259288853
2023-08-16,21700,73.9403,안덕면,293.4800102244649
2023-08-16,52000,84.991,서귀포시,611.829487828123
2023-08-16,68000,75.014,제주시,906.4974538086225
2023-08-16,17750,49.06,제주시,361.80187525479005
2023-08-16,32100,84.3313,서귀포시,380.64158859166173
2023-08-16,25000,59.97,서귀포시,416.8751042187761
2023-08-16,44000,84.94,서귀포시,518.0127148575465
2023-08-16,37000,84.68,서귀포시,436.9390647142182
2023-08-16,24400,84.878,제주시,287.47142958128137
2023-08-16,27400,84.96,제주시,322.50470809792847
2023-08-16,9400,35.04,제주시,268.2648401826484
2023-08-16,20500,49.896,제주시,410.8545775212442
2023-08-16,30900,68.515,서귀포시,450.99613223381743
2023-08-16,25000,59.97,서귀포시,416.8751042187761
2023-08-17,26700,59.933,제주시,445.4974721772646
2023-08-17,34000,84.5989,제주시,401.8964785594139
2023-08-17,19800,78.06,제주시,253.6510376633359
2023-08-17,71000,84.9992,제주시,835.3019793127464
2023-08-17,19000,47.71,제주시,398.23936281701947
2023-08-17,38500,77.02,제주시,499.8701635938717
2023-08-17,71000,84.9992,제주시,835.3019793127464
2023-08-17,21800,47.71,제주시,456.9272689163697
2023-08-17,37900,84.3708,서귀포시,449.20754573857306
2023-08-17,48500,84.7938,제주시,571.9757812481573
2023-08-18,57000,84.3616,제주시,675.6628608276752
2023-08-18,28400,78.92,제주시,359.85808413583374
2023-08-18,24700,59.2517,제주시,416.86567642784934
2023-08-18,8100,24.44,제주시,331.4238952536825
2023-08-18,57000,84.647,제주시,673.3847626023368
2023-08-18,13000,36.2,제주시,359.1160220994475
2023-08-18,51750,97.8898,제주시,528.6556924214781
2023-08-18,21800,73.9403,안덕면,294.8324526678956
2023-08-18,32000,84.3933,서귀포시,379.17701997670434
2023-08-19,12000,22.3279,제주시,537.444184182122
2023-08-19,12000,22.3279,제주시,537.444184182122
2023-08-19,26000,84.14,제주시,309.0087948657
2023-08-19,30000,84.11,제주시,356.6757817144216
2023-08-19,13500,27.2323,제주시,495.73484428417726
2023-08-20,21500,84.97,제주시,253.03048134635753
2023-08-21,24000,84.95,서귀포시,282.51912889935255
2023-08-21,57500,75.18,제주시,764.8310720936419
2023-08-21,46000,84.9196,서귀포시,541.6888445070396
2023-08-21,25000,67.32,제주시,371.36066547831257
2023-08-21,34000,84.9675,서귀포시,400.15299967634684
2023-08-21,40500,84.9141,제주시,476.9525909124633
2023-08-21,45500,84.82,애월읍,536.4300872435747
2023-08-21,40000,84.39,제주시,473.9898092191018
2023-08-21,43000,73.9049,제주시,581.8288097270953
2023-08-21,45500,84.82,애월읍,536.4300872435747
2023-08-22,22300,74.798,서귀포시,298.13631380518194
2023-08-22,13200,69.15,제주시,190.88937093275487
2023-08-22,32500,84.3708,서귀포시,385.20435980220645
2023-08-22,55000,59.957,제주시,917.3240822589522
2023-08-22,80000,120.9434,제주시,661.4664380197679
2023-08-22,23000,59.2517,제주시,388.17451651176253
2023-08-22,23500,49.5,제주시,474.74747474747477
2023-08-22,42000,84.82,애월읍,495.1662343786843
2023-08-22,80000,120.9434,제주시,661.4664380197679
2023-08-22,30000,81.8664,한경면,366.45070505115655
2023-08-22,22400,59.2517,제주시,378.04822477667307
2023-08-23,68900,84.9963,제주시,810.6235212591606
2023-08-23,23000,59.2517,제주시,388.17451651176253
2023-08-23,12200,53.0916,제주시,229.79153011022458
2023-08-23,73000,75.014,제주시,973.1516783533741
2023-08-23,75700,84.9813,제주시,890.784207819838
2023-08-23,75700,84.9813,제주시,890.784207819838
2023-08-23,32000,84.8239,서귀포시,377.2521659579435
2023-08-24,20700,60.32,제주시,343.16976127320953
2023-08-24,35000,84.72,제주시,413.12559017941453
2023-08-24,86000,84.9071,제주시,1012.8717150862531
2023-08-24,9900,27.4,서귀포시,361.3138686131387
2023-08-24,33000,84.5449,제주시,390.3251408423217
2023-08-24,11000,45.21,제주시,243.30900243309003
2023-08-25,35000,84.919,제주시,412.1574677045184
2023-08-25,4800,15.86,서귀포시,302.64817150063055
2023-08-25,55000,47.33,제주시,1162.0536657511093
2023-08-25,27450,60.8541,서귀포시,451.0788919727676
2023-08-25,22500,82.3378,서귀포시,273.2645273495284
2023-08-25,19000,82.88,제주시,229.24710424710426
2023-08-25,61500,103.488,제주시,594.2717996289425
2023-08-25,24700,79.6112,제주시,310.25785316638866
2023-08-25,43800,73.9049,제주시,592.6535317685295
2023-08-25,43000,84.84,애월읍,506.83639792550684
2023-08-25,35000,84.919,제주시,412.1574677045184
2023-08-25,18500,81.031,대정읍,228.30768471325788
2023-08-26,27500,72.8309,한림읍,377.58698574368844
2023-08-26,15500,59.9,제주시,258.76460767946577
2023-08-26,7200,29.028,서귀포시,248.03637866887144
2023-08-27,14400,21.2369,제주시,678.0650659936243
2023-08-27,60000,84.67,제주시,708.6335183654187
2023-08-27,25000,72.975,제주시,342.58307639602606
2023-08-27,67000,84.85,제주시,789.628756629346
2023-08-28,33800,84.7883,서귀포시,398.6399066852384
2023-08-28,20500,84.97,제주시,241.26162174885255
2023-08-28,34000,82.581,제주시,411.7169809035977
2023-08-28,21500,73.9403,안덕면,290.77512533760347
2023-08-28,37000,84.01,제주시,440.4237590763004
2023-08-28,25000,84.96,한림읍,294.25612052730696
2023-08-28,44395,84.719,제주시,524.026487564773
2023-08-28,44395,84.719,제주시,524.026487564773
2023-08-28,35000,45.9078,제주시,762.3976753405739
2023-08-28,45700,66.4409,제주시,687.8293340397255
2023-08-29,16700,53.325,제주시,313.17393342709795
2023-08-29,25000,83.959,제주시,297.7643849974392
2023-08-29,23000,60.58,제주시,379.6632551997359
2023-08-29,7500,35.94,서귀포시,208.68113522537564
2023-08-29,34500,84.68,서귀포시,407.4161549362305
2023-08-29,13450,36.81,제주시,365.3898397174681
2023-08-29,27000,84.639,제주시,319.00187856661825
2023-08-29,31800,84.948,서귀포시,374.34665913264587
2023-08-29,54000,84.3616,제주시,640.1016576262186
2023-08-29,25000,83.959,제주시,297.7643849974392
2023-08-29,32000,77.986,제주시,410.3300592414023
2023-08-30,7700,33.16,제주시,232.20747889022923
